"local","ano","val"
"GNQ",2019,"55,811"
"GNQ",2020,"56,023"
"GNQ",2021,"55,895"
"GNQ",2022,"55,791"
"GNQ",2023,"55,741"
"GNQ",2024,"55,764"
"GNQ",2025,"55,867"
"GNQ",2026,"55,914"
"GNQ",2027,"55,989"
"GNQ",2028,"56,104"
"GNQ",2029,"56,262"
"GNQ",2030,"56,465"
"GRC",1990,"36,059"
"GRC",1991,"34,114"
"GRC",1992,"35,398"
"GRC",1993,"35,456"
"GRC",1994,"36,196"
"GRC",1995,"36,939"
"GRC",1996,"38,232"
"GRC",1997,"38,299"
"GRC",1998,"39,889"
"GRC",1999,"40,892"
"GRC",2000,"40,849"
"GRC",2001,"39,888"
"GRC",2002,"40,612"
"GRC",2003,"41,266"
"GRC",2004,"42,642"
"GRC",2005,"42,712"
"GRC",2006,"43,114"
"GRC",2007,"43,097"
"GRC",2008,"43,138"
"GRC",2009,"44,176"
"GRC",2010,"44,75"
"GRC",2011,"44,568"
"GRC",2012,"44,875"
"GRC",2013,"44,722"
"GRC",2014,"44,851"
"GRC",2015,"45,474"
"GRC",2016,"45,702"
"GRC",2017,"45,5"
"GRC",2018,"45,285"
"GRC",2019,"45,045"
"GRC",2020,"44,771"
"GRC",2021,"44,488"
"GRC",2022,"44,185"
"GRC",2023,"43,872"
"GRC",2024,"43,563"
"GRC",2025,"43,263"
"GRC",2026,"42,982"
"GRC",2027,"42,72"
"GRC",2028,"42,468"
"GRC",2029,"42,218"
"GRC",2030,"41,96"
"GTM",1990,"38,739"
"GTM",1991,"38,879"
"GTM",1992,"39,083"
"GTM",1993,"39,213"
"GTM",1994,"39,402"
"GTM",1995,"39,734"
"GTM",1996,"39,827"
"GTM",1997,"40,124"
"GTM",1998,"40,526"
"GTM",1999,"40,828"
"GTM",2000,"41,081"
"GTM",2001,"41,289"
"GTM",2002,"41,598"
"GTM",2003,"41,792"
"GTM",2004,"42,092"
"GTM",2005,"44,441"
"GTM",2006,"46,834"
"GTM",2007,"45,567"
"GTM",2008,"44,28"
"GTM",2009,"42,986"
"GTM",2010,"41,711"
"GTM",2011,"40,456"
"GTM",2012,"46,296"
"GTM",2013,"40,685"
"GTM",2014,"40,9"
"GTM",2015,"39,115"
"GTM",2016,"40,629"
"GTM",2017,"40,631"
"GTM",2018,"40,632"
"GTM",2019,"40,636"
"GTM",2020,"40,649"
"GTM",2021,"40,676"
"GTM",2022,"40,711"
"GTM",2023,"40,746"
"GTM",2024,"40,772"
"GTM",2025,"40,782"
"GTM",2026,"40,784"
"GTM",2027,"40,773"
"GTM",2028,"40,75"
"GTM",2029,"40,719"
"GTM",2030,"40,685"
"GUM",1990,"58,56"
"GUM",1991,"58,623"
"GUM",1992,"58,665"
"GUM",1993,"58,712"
"GUM",1994,"58,609"
"GUM",1995,"58,523"
"GUM",1996,"58,4"
"GUM",1997,"58,242"
"GUM",1998,"58,022"
"GUM",1999,"57,865"
"GUM",2000,"57,638"
"GUM",2001,"57,347"
"GUM",2002,"57,023"
"GUM",2003,"56,731"
"GUM",2004,"56,425"
"GUM",2005,"56,119"
"GUM",2006,"55,819"
"GUM",2007,"55,504"
"GUM",2008,"55,248"
"GUM",2009,"55,076"
"GUM",2010,"54,82"
"GUM",2011,"54,541"
"GUM",2012,"54,276"
"GUM",2013,"54,028"
"GUM",2014,"53,766"
"GUM",2015,"53,493"
"GUM",2016,"53,261"
"GUM",2017,"53,022"
"GUM",2018,"52,782"
"GUM",2019,"52,546"
"GUM",2020,"52,312"
"GUM",2021,"52,107"
"GUM",2022,"51,904"
"GUM",2023,"51,706"
"GUM",2024,"51,498"
"GUM",2025,"51,277"
"GUM",2026,"51,069"
"GUM",2027,"50,853"
"GUM",2028,"50,63"
"GUM",2029,"50,407"
"GUM",2030,"50,188"
"GUY",1990,"37,268"
"GUY",1991,"37,993"
"GUY",1992,"38,718"
"GUY",1993,"39,35"
"GUY",1994,"38,773"
"GUY",1995,"38,177"
"GUY",1996,"37,596"
"GUY",1997,"37,038"
"GUY",1998,"36,504"
"GUY",1999,"35,989"
"GUY",2000,"35,475"
"GUY",2001,"34,912"
"GUY",2002,"34,314"
"GUY",2003,"34,039"
"GUY",2004,"34,168"
"GUY",2005,"34,086"
"GUY",2006,"34,767"
"GUY",2007,"35,612"
"GUY",2008,"36,109"
"GUY",2009,"36,601"
"GUY",2010,"37,041"
"GUY",2011,"37,821"
"GUY",2012,"38,516"
"GUY",2013,"39,203"
"GUY",2014,"39,762"
"GUY",2015,"40,218"
"GUY",2016,"40,558"
"GUY",2017,"40,712"
"GUY",2018,"40,85"
"GUY",2019,"40,972"
"GUY",2020,"41,083"
"GUY",2021,"41,201"
"GUY",2022,"41,309"
"GUY",2023,"41,401"
"GUY",2024,"41,47"
"GUY",2025,"41,516"
"GUY",2026,"41,563"
"GUY",2027,"41,591"
"GUY",2028,"41,605"
"GUY",2029,"41,611"
"GUY",2030,"41,617"
"HKG",1990,"47,363"
"HKG",1991,"48,207"
"HKG",1992,"46,968"
"HKG",1993,"46,328"
"HKG",1994,"46,702"
"HKG",1995,"47,365"
"HKG",1996,"47,523"
"HKG",1997,"47,725"
"HKG",1998,"48,298"
"HKG",1999,"48,933"
"HKG",2000,"49,587"
"HKG",2001,"50,301"
"HKG",2002,"51,587"
"HKG",2003,"51,357"
"HKG",2004,"51,578"
"HKG",2005,"51,739"
"HKG",2006,"52,029"
"HKG",2007,"52,5"
"HKG",2008,"52,488"
"HKG",2009,"52,637"
"HKG",2010,"51,393"
"HKG",2011,"52,383"
"HKG",2012,"53,213"
"HKG",2013,"54,051"
"HKG",2014,"54,211"
"HKG",2015,"54,468"
"HKG",2016,"54,213"
"HKG",2017,"54,025"
"HKG",2018,"53,824"
"HKG",2019,"53,582"
"HKG",2020,"53,278"
"HKG",2021,"52,824"
"HKG",2022,"52,308"
"HKG",2023,"51,75"
"HKG",2024,"51,181"
"HKG",2025,"50,621"
"HKG",2026,"50,056"
"HKG",2027,"49,505"
"HKG",2028,"48,965"
"HKG",2029,"48,427"
"HKG",2030,"47,885"
"HND",1990,"43,147"
"HND",1991,"43,384"
"HND",1992,"43,876"
"HND",1993,"44,455"
"HND",1994,"44,312"
"HND",1995,"44,753"
"HND",1996,"45,153"
"HND",1997,"45,752"
"HND",1998,"46,187"
"HND",1999,"46,15"
"HND",2000,"44,406"
"HND",2001,"42,731"
"HND",2002,"41,125"
"HND",2003,"39,558"
"HND",2004,"38,026"
"HND",2005,"36,531"
"HND",2006,"40,467"
"HND",2007,"41,261"
"HND",2008,"42,07"
"HND",2009,"42,899"
"HND",2010,"44,494"
"HND",2011,"42,49"
"HND",2012,"40,493"
"HND",2013,"43,676"
"HND",2014,"46,874"
"HND",2015,"50,293"
"HND",2016,"50,84"
"HND",2017,"50,885"
"HND",2018,"50,931"
"HND",2019,"50,982"
"HND",2020,"51,038"
"HND",2021,"51,105"
"HND",2022,"51,177"
"HND",2023,"51,253"
"HND",2024,"51,33"
"HND",2025,"51,408"
"HND",2026,"51,493"
"HND",2027,"51,58"
"HND",2028,"51,663"
"HND",2029,"51,733"
"HND",2030,"51,787"
"HRV",1990,"47,289"
"HRV",1991,"47,012"
"HRV",1992,"46,759"
"HRV",1993,"46,498"
"HRV",1994,"46,219"
"HRV",1995,"45,922"
"HRV",1996,"45,749"
"HRV",1997,"45,606"
"HRV",1998,"45,491"
"HRV",1999,"45,397"
"HRV",2000,"45,317"
"HRV",2001,"45,191"
"HRV",2002,"44,674"
"HRV",2003,"44,621"
"HRV",2004,"45,934"
"HRV",2005,"46,204"
"HRV",2006,"46,15"
"HRV",2007,"45,361"
"HRV",2008,"45,904"
"HRV",2009,"46,836"
"HRV",2010,"46,193"
"HRV",2011,"44,628"
"HRV",2012,"44,557"
"HRV",2013,"44,613"
"HRV",2014,"46,506"
"HRV",2015,"46,99"
"HRV",2016,"45,556"
"HRV",2017,"45,486"
"HRV",2018,"45,42"
"HRV",2019,"45,334"
"HRV",2020,"45,215"
"HRV",2021,"45,092"
"HRV",2022,"44,956"
"HRV",2023,"44,81"
"HRV",2024,"44,663"
"HRV",2025,"44,52"
"HRV",2026,"44,393"
"HRV",2027,"44,275"
"HRV",2028,"44,166"
"HRV",2029,"44,066"
"HRV",2030,"43,976"
"HTI",1990,"57,439"
"HTI",1991,"57,586"
"HTI",1992,"57,71"
"HTI",1993,"57,806"
"HTI",1994,"57,867"
"HTI",1995,"57,889"
"HTI",1996,"57,853"
"HTI",1997,"57,778"
"HTI",1998,"57,69"
"HTI",1999,"57,627"
"HTI",2000,"57,611"
"HTI",2001,"57,842"
"HTI",2002,"58,125"
"HTI",2003,"58,452"
"HTI",2004,"58,81"
"HTI",2005,"59,188"
"HTI",2006,"59,57"
"HTI",2007,"60,024"
"HTI",2008,"60,306"
"HTI",2009,"60,774"
"HTI",2010,"60,649"
"HTI",2011,"61,29"
"HTI",2012,"61,779"
"HTI",2013,"62,368"
"HTI",2014,"62,842"
"HTI",2015,"63,177"
"HTI",2016,"63,509"
"HTI",2017,"63,828"
"HTI",2018,"64,14"
"HTI",2019,"64,441"
"HTI",2020,"64,729"
"HTI",2021,"65,019"
"HTI",2022,"65,295"
"HTI",2023,"65,563"
"HTI",2024,"65,826"
"HTI",2025,"66,087"
"HTI",2026,"66,358"
"HTI",2027,"66,629"
"HTI",2028,"66,897"
"HTI",2029,"67,158"
"HTI",2030,"67,412"
"HUN",1990,"47,017"
"HUN",1991,"46,884"
"HUN",1992,"46,767"
"HUN",1993,"44,754"
"HUN",1994,"42,785"
"HUN",1995,"40,611"
"HUN",1996,"39,653"
"HUN",1997,"38,668"
"HUN",1998,"39,967"
"HUN",1999,"40,868"
"HUN",2000,"41,112"
"HUN",2001,"40,864"
"HUN",2002,"41,126"
"HUN",2003,"42,118"
"HUN",2004,"41,987"
"HUN",2005,"42,918"
"HUN",2006,"43,198"
"HUN",2007,"42,881"
"HUN",2008,"42,683"
"HUN",2009,"42,791"
"HUN",2010,"43,777"
"HUN",2011,"43,902"
"HUN",2012,"44,801"
"HUN",2013,"44,908"
"HUN",2014,"46,281"
"HUN",2015,"47,253"
"HUN",2016,"47,962"
"HUN",2017,"47,911"
"HUN",2018,"47,879"
"HUN",2019,"47,871"
"HUN",2020,"47,884"
"HUN",2021,"47,892"
"HUN",2022,"47,922"
"HUN",2023,"47,966"
"HUN",2024,"48,019"
"HUN",2025,"48,078"
"HUN",2026,"48,132"
"HUN",2027,"48,195"
"HUN",2028,"48,255"
"HUN",2029,"48,287"
"HUN",2030,"48,275"
"IDN",1990,"44,479"
"IDN",1991,"46,449"
"IDN",1992,"48,422"
"IDN",1993,"48,572"
"IDN",1994,"48,726"
"IDN",1995,"48,883"
"IDN",1996,"49,024"
"IDN",1997,"49,17"
"IDN",1998,"49,953"
"IDN",1999,"50,736"
"IDN",2000,"50,575"
"IDN",2001,"50,464"
"IDN",2002,"50,351"
"IDN",2003,"50,226"
"IDN",2004,"50,088"
"IDN",2005,"49,939"
"IDN",2006,"50,288"
"IDN",2007,"50,66"
"IDN",2008,"51,048"
"IDN",2009,"51,097"
"IDN",2010,"51,858"
"IDN",2011,"51,436"
"IDN",2012,"51,009"
"IDN",2013,"50,572"
"IDN",2014,"50,454"
"IDN",2015,"48,881"
"IDN",2016,"50,762"
"IDN",2017,"50,736"
"IDN",2018,"50,698"
"IDN",2019,"50,654"
"IDN",2020,"50,606"
"IDN",2021,"50,549"
"IDN",2022,"50,495"
"IDN",2023,"50,436"
"IDN",2024,"50,366"
"IDN",2025,"50,28"
"IDN",2026,"50,177"
"IDN",2027,"50,062"
"IDN",2028,"49,942"
"IDN",2029,"49,826"
"IDN",2030,"49,72"
"IND",1990,"35,107"
"IND",1991,"35,172"
"IND",1992,"35,287"
"IND",1993,"35,463"
"IND",1994,"35,722"
"IND",1995,"35,431"
"IND",1996,"35,13"
"IND",1997,"34,83"
"IND",1998,"34,532"
"IND",1999,"34,238"
"IND",2000,"33,951"
"IND",2001,"34,501"
"IND",2002,"35,058"
"IND",2003,"35,624"
"IND",2004,"36,199"
"IND",2005,"36,784"
"IND",2006,"35,032"
"IND",2007,"33,334"
"IND",2008,"31,69"
"IND",2009,"30,097"
"IND",2010,"28,555"
"IND",2011,"27,67"
"IND",2012,"26,809"
"IND",2013,"26,961"
"IND",2014,"27,117"
"IND",2015,"27,267"
"IND",2016,"27,448"
"IND",2017,"27,209"
"IND",2018,"26,968"
"IND",2019,"26,726"
"IND",2020,"26,482"
"IND",2021,"26,235"
"IND",2022,"25,988"
"IND",2023,"25,741"
"IND",2024,"25,496"
"IND",2025,"25,253"
"IND",2026,"25,011"
"IND",2027,"24,774"
"IND",2028,"24,535"
"IND",2029,"24,291"
"IND",2030,"24,036"
"IRL",1990,"35,77"
"IRL",1991,"36,51"
"IRL",1992,"36,662"
"IRL",1993,"38,25"
"IRL",1994,"39,338"
"IRL",1995,"39,937"
"IRL",1996,"41,502"
"IRL",1997,"42,489"
"IRL",1998,"44,6"
"IRL",1999,"46,535"
"IRL",2000,"47,631"
"IRL",2001,"48,016"
"IRL",2002,"49,16"
"IRL",2003,"49,64"
"IRL",2004,"50,028"
"IRL",2005,"52,383"
"IRL",2006,"53,217"
"IRL",2007,"54,424"
"IRL",2008,"54,391"
"IRL",2009,"53,789"
"IRL",2010,"53,296"
"IRL",2011,"52,992"
"IRL",2012,"52,742"
"IRL",2013,"53,128"
"IRL",2014,"52,715"
"IRL",2015,"52,627"
"IRL",2016,"53,241"
"IRL",2017,"52,976"
"IRL",2018,"52,705"
"IRL",2019,"52,429"
"IRL",2020,"52,149"
"IRL",2021,"51,898"
"IRL",2022,"51,655"
"IRL",2023,"51,425"
"IRL",2024,"51,213"
"IRL",2025,"51,023"
"IRL",2026,"50,874"
"IRL",2027,"50,752"
"IRL",2028,"50,655"
"IRL",2029,"50,579"
"IRL",2030,"50,517"
"IRN",1990,"9,828"
"IRN",1991,"9,852"
"IRN",1992,"9,98"
"IRN",1993,"10,124"
"IRN",1994,"10,285"
"IRN",1995,"10,463"
"IRN",1996,"10,66"
"IRN",1997,"11,395"
"IRN",1998,"12,176"
"IRN",1999,"13,011"
"IRN",2000,"13,909"
"IRN",2001,"14,851"
"IRN",2002,"15,864"
"IRN",2003,"16,957"
"IRN",2004,"18,136"
"IRN",2005,"19,41"
"IRN",2006,"18,492"
"IRN",2007,"17,669"
"IRN",2008,"15,486"
"IRN",2009,"16,364"
"IRN",2010,"15,946"
"IRN",2011,"15,326"
"IRN",2012,"14,744"
"IRN",2013,"14,197"
"IRN",2014,"13,68"
"IRN",2015,"15,153"
"IRN",2016,"17,079"
"IRN",2017,"16,843"
"IRN",2018,"16,576"
"IRN",2019,"16,285"
"IRN",2020,"15,974"
"IRN",2021,"15,648"
"IRN",2022,"15,303"
"IRN",2023,"14,943"
"IRN",2024,"14,574"
"IRN",2025,"14,2"
"IRN",2026,"13,83"
"IRN",2027,"13,457"
"IRN",2028,"13,082"
"IRN",2029,"12,708"
"IRN",2030,"12,337"
"IRQ",1990,"8,116"
"IRQ",1991,"8,182"
"IRQ",1992,"8,252"
"IRQ",1993,"8,325"
"IRQ",1994,"8,398"
"IRQ",1995,"8,472"
"IRQ",1996,"8,558"
"IRQ",1997,"8,644"
"IRQ",1998,"9,229"
"IRQ",1999,"9,85"
"IRQ",2000,"10,507"
"IRQ",2001,"11,201"
"IRQ",2002,"11,931"
"IRQ",2003,"12,696"
"IRQ",2004,"13,495"
"IRQ",2005,"14,504"
"IRQ",2006,"15,593"
"IRQ",2007,"16,761"
"IRQ",2008,"18,016"
"IRQ",2009,"18,025"
"IRQ",2010,"18,05"
"IRQ",2011,"18,121"
"IRQ",2012,"18,229"
"IRQ",2013,"18,313"
"IRQ",2014,"18,36"
"IRQ",2015,"18,418"
"IRQ",2016,"18,483"
"IRQ",2017,"18,725"
"IRQ",2018,"18,964"
"IRQ",2019,"19,198"
"IRQ",2020,"19,426"
"IRQ",2021,"19,651"
"IRQ",2022,"19,874"
"IRQ",2023,"20,093"
"IRQ",2024,"20,308"
"IRQ",2025,"20,517"
"IRQ",2026,"20,722"
"IRQ",2027,"20,921"
"IRQ",2028,"21,118"
"IRQ",2029,"21,315"
"IRQ",2030,"21,512"
"ISL",1990,"67,642"
"ISL",1991,"67,411"
"ISL",1992,"68,731"
"ISL",1993,"68,992"
"ISL",1994,"69,377"
"ISL",1995,"71,282"
"ISL",1996,"69,555"
"ISL",1997,"68,559"
"ISL",1998,"70,129"
"ISL",1999,"72,209"
"ISL",2000,"73,737"
"ISL",2001,"72,617"
"ISL",2002,"71,968"
"ISL",2003,"71,795"
"ISL",2004,"71,44"
"ISL",2005,"70,876"
"ISL",2006,"71,506"
"ISL",2007,"71,54"
"ISL",2008,"70,912"
"ISL",2009,"70,264"
"ISL",2010,"70,634"
"ISL",2011,"70,215"
"ISL",2012,"70,839"
"ISL",2013,"71,481"
"ISL",2014,"72,147"
"ISL",2015,"73,098"
"ISL",2016,"73,172"
"ISL",2017,"72,833"
"ISL",2018,"72,482"
"ISL",2019,"72,113"
"ISL",2020,"71,718"
"ISL",2021,"71,33"
"ISL",2022,"70,93"
"ISL",2023,"70,521"
"ISL",2024,"70,113"
"ISL",2025,"69,708"
"ISL",2026,"69,342"
"ISL",2027,"68,988"
"ISL",2028,"68,649"
"ISL",2029,"68,315"
"ISL",2030,"67,985"
"ISR",1990,"46,267"
"ISR",1991,"46,725"
"ISR",1992,"47,995"
"ISR",1993,"49,021"
"ISR",1994,"50,505"
"ISR",1995,"51,288"
"ISR",1996,"51,119"
"ISR",1997,"51,013"
"ISR",1998,"51,111"
"ISR",1999,"52,298"
"ISR",2000,"53,241"
"ISR",2001,"53,483"
"ISR",2002,"53,087"
"ISR",2003,"54,01"
"ISR",2004,"54,494"
"ISR",2005,"55,046"
"ISR",2006,"55,431"
"ISR",2007,"55,899"
"ISR",2008,"55,952"
"ISR",2009,"56,832"
"ISR",2010,"57,029"
"ISR",2011,"56,795"
"ISR",2012,"57,967"
"ISR",2013,"58,132"
"ISR",2014,"59,028"
"ISR",2015,"58,986"
"ISR",2016,"59,372"
"ISR",2017,"59,341"
"ISR",2018,"59,32"
"ISR",2019,"59,306"
"ISR",2020,"59,299"
"ISR",2021,"59,314"
"ISR",2022,"59,346"
"ISR",2023,"59,389"
"ISR",2024,"59,428"
"ISR",2025,"59,458"
"ISR",2026,"59,5"
"ISR",2027,"59,537"
"ISR",2028,"59,578"
"ISR",2029,"59,634"
"ISR",2030,"59,712"
"ITA",1990,"35,302"
"ITA",1991,"35,702"
"ITA",1992,"34,079"
"ITA",1993,"33,615"
"ITA",1994,"33,556"
"ITA",1995,"33,573"
"ITA",1996,"33,959"
"ITA",1997,"34,121"
"ITA",1998,"34,563"
"ITA",1999,"35,227"
"ITA",2000,"35,446"
"ITA",2001,"36,017"
"ITA",2002,"36,554"
"ITA",2003,"37,019"
"ITA",2004,"38,258"
"ITA",2005,"37,862"
"ITA",2006,"37,974"
"ITA",2007,"37,748"
"ITA",2008,"38,391"
"ITA",2009,"37,894"
"ITA",2010,"37,785"
"ITA",2011,"37,935"
"ITA",2012,"39,163"
"ITA",2013,"39,032"
"ITA",2014,"39,4"
"ITA",2015,"39,003"
"ITA",2016,"39,635"
"ITA",2017,"39,53"
"ITA",2018,"39,421"
"ITA",2019,"39,298"
"ITA",2020,"39,151"
"ITA",2021,"38,997"
"ITA",2022,"38,829"
"ITA",2023,"38,646"
"ITA",2024,"38,447"
"ITA",2025,"38,235"
"ITA",2026,"38,039"
"ITA",2027,"37,84"
"ITA",2028,"37,634"
"ITA",2029,"37,42"
"ITA",2030,"37,193"
"JAM",1990,"59,5"
"JAM",1991,"60,263"
"JAM",1992,"60,944"
"JAM",1993,"61,825"
"JAM",1994,"62,453"
"JAM",1995,"61,452"
"JAM",1996,"60,109"
"JAM",1997,"58,509"
"JAM",1998,"56,64"
"JAM",1999,"56,266"
"JAM",2000,"55,868"
"JAM",2001,"55,688"
"JAM",2002,"55,53"
"JAM",2003,"55,413"
"JAM",2004,"55,398"
"JAM",2005,"55,643"
"JAM",2006,"55,906"
"JAM",2007,"56,072"
"JAM",2008,"56,119"
"JAM",2009,"56,002"
"JAM",2010,"56,059"
"JAM",2011,"56,236"
"JAM",2012,"56,315"
"JAM",2013,"56,46"
"JAM",2014,"56,602"
"JAM",2015,"56,733"
"JAM",2016,"57,02"
"JAM",2017,"57,294"
"JAM",2018,"57,562"
"JAM",2019,"57,785"
"JAM",2020,"57,937"
"JAM",2021,"58,096"
"JAM",2022,"58,19"
"JAM",2023,"58,227"
"JAM",2024,"58,229"
"JAM",2025,"58,207"
"JAM",2026,"58,237"
"JAM",2027,"58,257"
"JAM",2028,"58,241"
"JAM",2029,"58,152"
"JAM",2030,"57,97"
"JOR",1990,"10,587"
"JOR",1991,"10,93"
"JOR",1992,"11,305"
"JOR",1993,"11,641"
"JOR",1994,"11,983"
"JOR",1995,"12,336"
"JOR",1996,"12,397"
"JOR",1997,"12,465"
"JOR",1998,"12,536"
"JOR",1999,"12,614"
"JOR",2000,"12,707"
"JOR",2001,"12,298"
"JOR",2002,"12,903"
"JOR",2003,"11,902"
"JOR",2004,"12,049"
"JOR",2005,"12,201"
"JOR",2006,"12,543"
"JOR",2007,"15,157"
"JOR",2008,"14,753"
"JOR",2009,"15,504"
"JOR",2010,"15,289"
"JOR",2011,"15,226"
"JOR",2012,"14,833"
"JOR",2013,"13,864"
"JOR",2014,"13,869"
"JOR",2015,"13,894"
"JOR",2016,"13,896"
"JOR",2017,"13,959"
"JOR",2018,"14,018"
"JOR",2019,"14,071"
"JOR",2020,"14,117"
"JOR",2021,"14,155"
"JOR",2022,"14,187"
"JOR",2023,"14,213"
"JOR",2024,"14,234"
"JOR",2025,"14,251"
"JOR",2026,"14,269"
"JOR",2027,"14,285"
"JOR",2028,"14,301"
"JOR",2029,"14,321"
"JOR",2030,"14,348"
"JPN",1990,"50,117"
"JPN",1991,"50,691"
"JPN",1992,"50,798"
"JPN",1993,"50,414"
"JPN",1994,"50,254"
"JPN",1995,"50,039"
"JPN",1996,"50,085"
"JPN",1997,"50,45"
"JPN",1998,"50,201"
"JPN",1999,"49,633"
"JPN",2000,"49,28"
"JPN",2001,"49,196"
"JPN",2002,"48,584"
"JPN",2003,"48,487"
"JPN",2004,"48,3"
"JPN",2005,"48,373"
"JPN",2006,"48,426"
"JPN",2007,"48,568"
"JPN",2008,"48,588"
"JPN",2009,"48,816"
"JPN",2010,"48,725"
"JPN",2011,"48,293"
"JPN",2012,"48,286"
"JPN",2013,"49,032"
"JPN",2014,"49,475"
"JPN",2015,"49,853"
"JPN",2016,"50,6"
"JPN",2017,"50,496"
"JPN",2018,"50,419"
"JPN",2019,"50,351"
"JPN",2020,"50,278"
"JPN",2021,"50,257"
"JPN",2022,"50,244"
"JPN",2023,"50,23"
"JPN",2024,"50,202"
"JPN",2025,"50,149"
"JPN",2026,"50,132"
"JPN",2027,"50,098"
"JPN",2028,"50,041"
"JPN",2029,"49,956"
"JPN",2030,"49,835"
"KAZ",1990,"65,257"
"KAZ",1991,"65,251"
"KAZ",1992,"65,184"
"KAZ",1993,"65,204"
"KAZ",1994,"65,359"
"KAZ",1995,"65,483"
"KAZ",1996,"65,496"
"KAZ",1997,"65,53"
"KAZ",1998,"65,686"
"KAZ",1999,"65,738"
"KAZ",2000,"65,617"
"KAZ",2001,"65,316"
"KAZ",2002,"65,098"
"KAZ",2003,"64,676"
"KAZ",2004,"63,942"
"KAZ",2005,"64,357"
"KAZ",2006,"64,727"
"KAZ",2007,"65,155"
"KAZ",2008,"65,635"
"KAZ",2009,"65,124"
"KAZ",2010,"65,359"
"KAZ",2011,"65,356"
"KAZ",2012,"65,412"
"KAZ",2013,"65,488"
"KAZ",2014,"65,567"
"KAZ",2015,"65,41"
"KAZ",2016,"65,413"
"KAZ",2017,"65,375"
"KAZ",2018,"65,225"
"KAZ",2019,"64,953"
"KAZ",2020,"64,554"
"KAZ",2021,"63,997"
"KAZ",2022,"63,315"
"KAZ",2023,"62,553"
"KAZ",2024,"61,786"
"KAZ",2025,"61,066"
"KAZ",2026,"60,388"
"KAZ",2027,"59,77"
"KAZ",2028,"59,236"
"KAZ",2029,"58,812"
"KAZ",2030,"58,509"
"KEN",1990,"70,325"
"KEN",1991,"70,275"
"KEN",1992,"70,206"
"KEN",1993,"70,147"
"KEN",1994,"70,114"
"KEN",1995,"70,104"
"KEN",1996,"70,053"
"KEN",1997,"69,996"
"KEN",1998,"69,975"
"KEN",1999,"69,96"
"KEN",2000,"68,499"
"KEN",2001,"66,939"
"KEN",2002,"65,299"
"KEN",2003,"63,601"
"KEN",2004,"61,871"
"KEN",2005,"60,129"
"KEN",2006,"60,4"
"KEN",2007,"60,718"
"KEN",2008,"61,01"
"KEN",2009,"61,284"
"KEN",2010,"61,53"
"KEN",2011,"61,758"
"KEN",2012,"61,934"
"KEN",2013,"62,085"
"KEN",2014,"62,225"
"KEN",2015,"62,369"
"KEN",2016,"62,514"
"KEN",2017,"62,44"
"KEN",2018,"62,366"
"KEN",2019,"62,289"
"KEN",2020,"62,207"
"KEN",2021,"62,12"
"KEN",2022,"62,031"
"KEN",2023,"61,949"
"KEN",2024,"61,889"
"KEN",2025,"61,858"
"KEN",2026,"61,85"
"KEN",2027,"61,867"
"KEN",2028,"61,899"
"KEN",2029,"61,934"
"KEN",2030,"61,963"
"KGZ",1990,"50,765"
"KGZ",1991,"51,36"
"KGZ",1992,"52,389"
"KGZ",1993,"53,55"
"KGZ",1994,"55,138"
"KGZ",1995,"55,713"
"KGZ",1996,"55,477"
"KGZ",1997,"55,108"
"KGZ",1998,"55,208"
"KGZ",1999,"55,225"
"KGZ",2000,"55,138"
"KGZ",2001,"55,063"
"KGZ",2002,"55,264"
"KGZ",2003,"54,35"
"KGZ",2004,"53,552"
"KGZ",2005,"54,058"
"KGZ",2006,"54,415"
"KGZ",2007,"53,802"
"KGZ",2008,"53,191"
"KGZ",2009,"52,578"
"KGZ",2010,"52,157"
"KGZ",2011,"52,623"
"KGZ",2012,"51,558"
"KGZ",2013,"49,187"
"KGZ",2014,"50,321"
"KGZ",2015,"49,834"
"KGZ",2016,"48,356"
"KGZ",2017,"48,189"
"KGZ",2018,"47,976"
"KGZ",2019,"47,704"
"KGZ",2020,"47,363"
"KGZ",2021,"46,968"
"KGZ",2022,"46,521"
"KGZ",2023,"46,026"
"KGZ",2024,"45,493"
"KGZ",2025,"44,933"
"KGZ",2026,"44,372"
"KGZ",2027,"43,796"
"KGZ",2028,"43,23"
"KGZ",2029,"42,71"
"KGZ",2030,"42,253"
"KHM",1990,"77,05"
"KHM",1991,"77,087"
"KHM",1992,"77,177"
"KHM",1993,"77,319"
"KHM",1994,"77,291"
"KHM",1995,"77,195"
"KHM",1996,"77,071"
"KHM",1997,"77,417"
"KHM",1998,"77,66"
"KHM",1999,"77,924"
"KHM",2000,"76,621"
"KHM",2001,"81,581"
"KHM",2002,"80,002"
"KHM",2003,"78,092"
"KHM",2004,"75,715"
"KHM",2005,"76,913"
"KHM",2006,"78,065"
"KHM",2007,"79,157"
"KHM",2008,"80,197"
"KHM",2009,"81,02"
"KHM",2010,"81,844"
"KHM",2011,"81,608"
"KHM",2012,"81,374"
"KHM",2013,"81,152"
"KHM",2014,"80,972"
"KHM",2015,"80,823"
"KHM",2016,"80,7"
"KHM",2017,"80,94"
"KHM",2018,"81,19"
"KHM",2019,"81,418"
"KHM",2020,"81,603"
"KHM",2021,"81,751"
"KHM",2022,"81,859"
"KHM",2023,"81,939"
"KHM",2024,"82,014"
"KHM",2025,"82,099"
"KHM",2026,"82,195"
"KHM",2027,"82,302"
"KHM",2028,"82,416"
"KHM",2029,"82,53"
