"local","ano","val"
"KHM",2030,"82,641"
"KOR",1990,"47,003"
"KOR",1991,"46,982"
"KOR",1992,"46,897"
"KOR",1993,"46,871"
"KOR",1994,"47,671"
"KOR",1995,"48,317"
"KOR",1996,"48,979"
"KOR",1997,"49,98"
"KOR",1998,"47,268"
"KOR",1999,"47,782"
"KOR",2000,"48,83"
"KOR",2001,"49,294"
"KOR",2002,"49,809"
"KOR",2003,"49,067"
"KOR",2004,"50,089"
"KOR",2005,"50,395"
"KOR",2006,"50,598"
"KOR",2007,"50,519"
"KOR",2008,"50,186"
"KOR",2009,"49,235"
"KOR",2010,"49,498"
"KOR",2011,"49,703"
"KOR",2012,"50,024"
"KOR",2013,"50,295"
"KOR",2014,"51,436"
"KOR",2015,"51,914"
"KOR",2016,"52,234"
"KOR",2017,"52,211"
"KOR",2018,"52,179"
"KOR",2019,"52,104"
"KOR",2020,"51,964"
"KOR",2021,"51,784"
"KOR",2022,"51,548"
"KOR",2023,"51,268"
"KOR",2024,"50,961"
"KOR",2025,"50,634"
"KOR",2026,"50,306"
"KOR",2027,"49,955"
"KOR",2028,"49,587"
"KOR",2029,"49,211"
"KOR",2030,"48,836"
"KWT",1990,"39,087"
"KWT",1991,"39,691"
"KWT",1992,"40,454"
"KWT",1993,"41,27"
"KWT",1994,"42,257"
"KWT",1995,"43,464"
"KWT",1996,"43,655"
"KWT",1997,"43,812"
"KWT",1998,"43,964"
"KWT",1999,"44,145"
"KWT",2000,"44,375"
"KWT",2001,"44,312"
"KWT",2002,"44,5"
"KWT",2003,"44,954"
"KWT",2004,"45,619"
"KWT",2005,"46,279"
"KWT",2006,"46,767"
"KWT",2007,"47,269"
"KWT",2008,"47,712"
"KWT",2009,"47,886"
"KWT",2010,"48,228"
"KWT",2011,"48,737"
"KWT",2012,"49,079"
"KWT",2013,"49,126"
"KWT",2014,"49,026"
"KWT",2015,"48,854"
"KWT",2016,"47,978"
"KWT",2017,"47,401"
"KWT",2018,"46,896"
"KWT",2019,"46,44"
"KWT",2020,"46,005"
"KWT",2021,"45,244"
"KWT",2022,"44,524"
"KWT",2023,"43,873"
"KWT",2024,"43,313"
"KWT",2025,"42,84"
"KWT",2026,"42,282"
"KWT",2027,"41,791"
"KWT",2028,"41,373"
"KWT",2029,"41,033"
"KWT",2030,"40,763"
"LAO",1990,"79,905"
"LAO",1991,"79,945"
"LAO",1992,"79,97"
"LAO",1993,"79,991"
"LAO",1994,"79,961"
"LAO",1995,"79,946"
"LAO",1996,"79,794"
"LAO",1997,"79,633"
"LAO",1998,"79,459"
"LAO",1999,"79,269"
"LAO",2000,"79,061"
"LAO",2001,"78,85"
"LAO",2002,"78,621"
"LAO",2003,"78,376"
"LAO",2004,"78,121"
"LAO",2005,"77,861"
"LAO",2006,"77,644"
"LAO",2007,"77,424"
"LAO",2008,"77,208"
"LAO",2009,"77,009"
"LAO",2010,"76,837"
"LAO",2011,"76,815"
"LAO",2012,"76,815"
"LAO",2013,"76,805"
"LAO",2014,"76,812"
"LAO",2015,"76,8"
"LAO",2016,"76,769"
"LAO",2017,"76,879"
"LAO",2018,"76,971"
"LAO",2019,"77,033"
"LAO",2020,"77,061"
"LAO",2021,"77,069"
"LAO",2022,"77,046"
"LAO",2023,"76,999"
"LAO",2024,"76,943"
"LAO",2025,"76,886"
"LAO",2026,"76,843"
"LAO",2027,"76,801"
"LAO",2028,"76,756"
"LAO",2029,"76,704"
"LAO",2030,"76,643"
"LBN",1990,"19,04"
"LBN",1991,"19,213"
"LBN",1992,"19,368"
"LBN",1993,"19,507"
"LBN",1994,"19,651"
"LBN",1995,"19,818"
"LBN",1996,"19,913"
"LBN",1997,"20,022"
"LBN",1998,"20,18"
"LBN",1999,"20,337"
"LBN",2000,"20,481"
"LBN",2001,"20,25"
"LBN",2002,"20,095"
"LBN",2003,"20,018"
"LBN",2004,"20,035"
"LBN",2005,"20,365"
"LBN",2006,"20,785"
"LBN",2007,"21,251"
"LBN",2008,"21,633"
"LBN",2009,"22,014"
"LBN",2010,"22,305"
"LBN",2011,"22,511"
"LBN",2012,"22,637"
"LBN",2013,"22,695"
"LBN",2014,"22,751"
"LBN",2015,"22,855"
"LBN",2016,"23,034"
"LBN",2017,"23,158"
"LBN",2018,"23,263"
"LBN",2019,"23,351"
"LBN",2020,"23,425"
"LBN",2021,"23,478"
"LBN",2022,"23,515"
"LBN",2023,"23,526"
"LBN",2024,"23,499"
"LBN",2025,"23,424"
"LBN",2026,"23,321"
"LBN",2027,"23,174"
"LBN",2028,"22,991"
"LBN",2029,"22,787"
"LBN",2030,"22,572"
"LBR",1990,"52,801"
"LBR",1991,"52,662"
"LBR",1992,"52,309"
"LBR",1993,"51,997"
"LBR",1994,"51,797"
"LBR",1995,"51,706"
"LBR",1996,"51,781"
"LBR",1997,"52,384"
"LBR",1998,"52,563"
"LBR",1999,"52,71"
"LBR",2000,"52,965"
"LBR",2001,"52,972"
"LBR",2002,"53,026"
"LBR",2003,"52,769"
"LBR",2004,"52,863"
"LBR",2005,"52,97"
"LBR",2006,"53,088"
"LBR",2007,"53,229"
"LBR",2008,"53,349"
"LBR",2009,"53,45"
"LBR",2010,"53,562"
"LBR",2011,"53,668"
"LBR",2012,"53,77"
"LBR",2013,"53,878"
"LBR",2014,"53,919"
"LBR",2015,"53,954"
"LBR",2016,"53,961"
"LBR",2017,"53,938"
"LBR",2018,"53,916"
"LBR",2019,"53,907"
"LBR",2020,"53,917"
"LBR",2021,"53,939"
"LBR",2022,"53,979"
"LBR",2023,"54,037"
"LBR",2024,"54,108"
"LBR",2025,"54,191"
"LBR",2026,"54,279"
"LBR",2027,"54,381"
"LBR",2028,"54,491"
"LBR",2029,"54,602"
"LBR",2030,"54,713"
"LBY",1990,"20,007"
"LBY",1991,"20,857"
"LBY",1992,"21,134"
"LBY",1993,"21,428"
"LBY",1994,"21,961"
"LBY",1995,"21,947"
"LBY",1996,"22,506"
"LBY",1997,"22,945"
"LBY",1998,"23,383"
"LBY",1999,"23,847"
"LBY",2000,"24,409"
"LBY",2001,"24,776"
"LBY",2002,"25,175"
"LBY",2003,"26,037"
"LBY",2004,"26,609"
"LBY",2005,"27,444"
"LBY",2006,"27,979"
"LBY",2007,"28,481"
"LBY",2008,"28,791"
"LBY",2009,"28,924"
"LBY",2010,"29,327"
"LBY",2011,"26,247"
"LBY",2012,"28,269"
"LBY",2013,"26,995"
"LBY",2014,"25,872"
"LBY",2015,"25,765"
"LBY",2016,"25,809"
"LBY",2017,"25,814"
"LBY",2018,"25,798"
"LBY",2019,"25,764"
"LBY",2020,"25,714"
"LBY",2021,"25,654"
"LBY",2022,"25,582"
"LBY",2023,"25,499"
"LBY",2024,"25,409"
"LBY",2025,"25,312"
"LBY",2026,"25,216"
"LBY",2027,"25,116"
"LBY",2028,"25,017"
"LBY",2029,"24,925"
"LBY",2030,"24,842"
"LCA",1990,"47,301"
"LCA",1991,"47,778"
"LCA",1992,"48,426"
"LCA",1993,"49,084"
"LCA",1994,"49,713"
"LCA",1995,"50,285"
"LCA",1996,"50,844"
"LCA",1997,"51,35"
"LCA",1998,"51,828"
"LCA",1999,"52,305"
"LCA",2000,"52,808"
"LCA",2001,"53,37"
"LCA",2002,"54,112"
"LCA",2003,"55,235"
"LCA",2004,"56,577"
"LCA",2005,"57,332"
"LCA",2006,"58,332"
"LCA",2007,"58,655"
"LCA",2008,"59,066"
"LCA",2009,"59,068"
"LCA",2010,"58,898"
"LCA",2011,"59,256"
"LCA",2012,"59,517"
"LCA",2013,"59,862"
"LCA",2014,"60,203"
"LCA",2015,"60,621"
"LCA",2016,"60,901"
"LCA",2017,"61,161"
"LCA",2018,"61,402"
"LCA",2019,"61,595"
"LCA",2020,"61,742"
"LCA",2021,"61,907"
"LCA",2022,"62,026"
"LCA",2023,"62,082"
"LCA",2024,"62,069"
"LCA",2025,"61,972"
"LCA",2026,"61,88"
"LCA",2027,"61,712"
"LCA",2028,"61,477"
"LCA",2029,"61,199"
"LCA",2030,"60,903"
"LKA",1990,"45,515"
"LKA",1991,"41,647"
"LKA",1992,"38,05"
"LKA",1993,"37,892"
"LKA",1994,"38,531"
"LKA",1995,"36,33"
"LKA",1996,"35,809"
"LKA",1997,"35,486"
"LKA",1998,"41,63"
"LKA",1999,"37,854"
"LKA",2000,"37,29"
"LKA",2001,"37,204"
"LKA",2002,"37,142"
"LKA",2003,"37,09"
"LKA",2004,"37,027"
"LKA",2005,"36,943"
"LKA",2006,"36,875"
"LKA",2007,"36,78"
"LKA",2008,"36,661"
"LKA",2009,"36,535"
"LKA",2010,"34,759"
"LKA",2011,"34,567"
"LKA",2012,"32,889"
"LKA",2013,"35,691"
"LKA",2014,"34,763"
"LKA",2015,"34,918"
"LKA",2016,"35,195"
"LKA",2017,"35,054"
"LKA",2018,"34,903"
"LKA",2019,"34,744"
"LKA",2020,"34,582"
"LKA",2021,"34,441"
"LKA",2022,"34,299"
"LKA",2023,"34,162"
"LKA",2024,"34,034"
"LKA",2025,"33,919"
"LKA",2026,"33,842"
"LKA",2027,"33,781"
"LKA",2028,"33,728"
"LKA",2029,"33,67"
"LKA",2030,"33,601"
"LSO",1990,"68,71"
"LSO",1991,"68,748"
"LSO",1992,"68,789"
"LSO",1993,"68,817"
"LSO",1994,"68,882"
"LSO",1995,"68,941"
"LSO",1996,"68,981"
"LSO",1997,"69,001"
"LSO",1998,"68,996"
"LSO",1999,"68,981"
"LSO",2000,"68,189"
"LSO",2001,"67,36"
"LSO",2002,"66,528"
"LSO",2003,"65,703"
"LSO",2004,"64,889"
"LSO",2005,"64,089"
"LSO",2006,"63,36"
"LSO",2007,"62,658"
"LSO",2008,"61,98"
"LSO",2009,"61,318"
"LSO",2010,"60,659"
"LSO",2011,"60,02"
"LSO",2012,"59,388"
"LSO",2013,"58,774"
"LSO",2014,"58,927"
"LSO",2015,"59,094"
"LSO",2016,"59,282"
"LSO",2017,"59,265"
"LSO",2018,"59,263"
"LSO",2019,"59,26"
"LSO",2020,"59,249"
"LSO",2021,"59,219"
"LSO",2022,"59,181"
"LSO",2023,"59,126"
"LSO",2024,"59,043"
"LSO",2025,"58,927"
"LSO",2026,"58,776"
"LSO",2027,"58,59"
"LSO",2028,"58,383"
"LSO",2029,"58,177"
"LSO",2030,"57,988"
"LTU",1990,"54,572"
"LTU",1991,"54,38"
"LTU",1992,"54,213"
"LTU",1993,"54,066"
"LTU",1994,"53,923"
"LTU",1995,"53,782"
"LTU",1996,"53,622"
"LTU",1997,"53,487"
"LTU",1998,"53,361"
"LTU",1999,"55,044"
"LTU",2000,"54,793"
"LTU",2001,"53,148"
"LTU",2002,"52,106"
"LTU",2003,"54,881"
"LTU",2004,"51,416"
"LTU",2005,"50,602"
"LTU",2006,"50,134"
"LTU",2007,"50,176"
"LTU",2008,"50,539"
"LTU",2009,"52,063"
"LTU",2010,"52,546"
"LTU",2011,"53,107"
"LTU",2012,"53,627"
"LTU",2013,"53,256"
"LTU",2014,"54,077"
"LTU",2015,"54,546"
"LTU",2016,"55,859"
"LTU",2017,"55,906"
"LTU",2018,"55,926"
"LTU",2019,"55,891"
"LTU",2020,"55,779"
"LTU",2021,"55,587"
"LTU",2022,"55,322"
"LTU",2023,"54,996"
"LTU",2024,"54,631"
"LTU",2025,"54,245"
"LTU",2026,"53,822"
"LTU",2027,"53,386"
"LTU",2028,"52,95"
"LTU",2029,"52,532"
"LTU",2030,"52,147"
"LUX",1990,"34,121"
"LUX",1991,"35,93"
"LUX",1992,"38,105"
"LUX",1993,"36,944"
"LUX",1994,"37,706"
"LUX",1995,"35,283"
"LUX",1996,"36,364"
"LUX",1997,"37,394"
"LUX",1998,"37,708"
"LUX",1999,"39,708"
"LUX",2000,"41,382"
"LUX",2001,"41,142"
"LUX",2002,"42,381"
"LUX",2003,"42,525"
"LUX",2004,"44,345"
"LUX",2005,"45,368"
"LUX",2006,"46,716"
"LUX",2007,"46,819"
"LUX",2008,"46,954"
"LUX",2009,"48,767"
"LUX",2010,"48,828"
"LUX",2011,"49,408"
"LUX",2012,"50,97"
"LUX",2013,"51,109"
"LUX",2014,"51,992"
"LUX",2015,"53,559"
"LUX",2016,"52,24"
"LUX",2017,"52,269"
"LUX",2018,"52,314"
"LUX",2019,"52,372"
"LUX",2020,"52,442"
"LUX",2021,"52,435"
"LUX",2022,"52,446"
"LUX",2023,"52,474"
"LUX",2024,"52,512"
"LUX",2025,"52,554"
"LUX",2026,"52,513"
"LUX",2027,"52,472"
"LUX",2028,"52,436"
"LUX",2029,"52,403"
"LUX",2030,"52,375"
"LVA",1990,"53,433"
"LVA",1991,"53,167"
"LVA",1992,"52,907"
"LVA",1993,"52,723"
"LVA",1994,"52,434"
"LVA",1995,"52,173"
"LVA",1996,"51,956"
"LVA",1997,"52,922"
"LVA",1998,"51,468"
"LVA",1999,"49,716"
"LVA",2000,"48,869"
"LVA",2001,"49,821"
"LVA",2002,"51,052"
"LVA",2003,"50,553"
"LVA",2004,"50,432"
"LVA",2005,"50,435"
"LVA",2006,"52,015"
"LVA",2007,"52,915"
"LVA",2008,"54,83"
"LVA",2009,"54,365"
"LVA",2010,"53,85"
"LVA",2011,"53,017"
"LVA",2012,"54,222"
"LVA",2013,"53,924"
"LVA",2014,"53,448"
"LVA",2015,"54,26"
"LVA",2016,"55,28"
"LVA",2017,"55,209"
"LVA",2018,"55,038"
"LVA",2019,"54,793"
"LVA",2020,"54,489"
"LVA",2021,"54,147"
"LVA",2022,"53,756"
"LVA",2023,"53,342"
"LVA",2024,"52,95"
"LVA",2025,"52,611"
"LVA",2026,"52,338"
"LVA",2027,"52,155"
"LVA",2028,"52,045"
"LVA",2029,"51,975"
"LVA",2030,"51,922"
"MAC",1990,"44,164"
"MAC",1991,"44,42"
"MAC",1992,"45,954"
"MAC",1993,"46,387"
"MAC",1994,"47,289"
"MAC",1995,"48,329"
"MAC",1996,"55,49"
"MAC",1997,"55,112"
"MAC",1998,"54,915"
"MAC",1999,"55,431"
"MAC",2000,"55,913"
"MAC",2001,"57,045"
"MAC",2002,"56,221"
"MAC",2003,"54,227"
"MAC",2004,"55,482"
"MAC",2005,"57,278"
"MAC",2006,"59,083"
"MAC",2007,"62,622"
"MAC",2008,"63,92"
"MAC",2009,"65,244"
"MAC",2010,"65,306"
"MAC",2011,"66,183"
"MAC",2012,"65,51"
"MAC",2013,"66,21"
"MAC",2014,"66,59"
"MAC",2015,"66,597"
"MAC",2016,"66,122"
"MAC",2017,"66,082"
"MAC",2018,"65,97"
"MAC",2019,"65,766"
"MAC",2020,"65,463"
"MAC",2021,"65,022"
"MAC",2022,"64,489"
"MAC",2023,"63,882"
"MAC",2024,"63,224"
"MAC",2025,"62,53"
"MAC",2026,"61,771"
"MAC",2027,"60,983"
"MAC",2028,"60,196"
"MAC",2029,"59,436"
"MAC",2030,"58,725"
"MAR",1990,"24,083"
"MAR",1991,"24,061"
"MAR",1992,"24,167"
"MAR",1993,"24,263"
"MAR",1994,"24,241"
"MAR",1995,"24,481"
"MAR",1996,"24,48"
"MAR",1997,"24,708"
"MAR",1998,"24,85"
"MAR",1999,"25,066"
"MAR",2000,"25,252"
"MAR",2001,"25,383"
"MAR",2002,"24,872"
"MAR",2003,"26,17"
"MAR",2004,"26,721"
"MAR",2005,"26,669"
"MAR",2006,"26,32"
"MAR",2007,"26,035"
"MAR",2008,"25,718"
"MAR",2009,"25,653"
"MAR",2010,"25,597"
"MAR",2011,"25,54"
"MAR",2012,"24,796"
"MAR",2013,"24,991"
"MAR",2014,"25,022"
"MAR",2015,"25,021"
"MAR",2016,"25,027"
"MAR",2017,"24,964"
"MAR",2018,"24,885"
"MAR",2019,"24,794"
"MAR",2020,"24,694"
"MAR",2021,"24,594"
"MAR",2022,"24,489"
"MAR",2023,"24,377"
"MAR",2024,"24,258"
"MAR",2025,"24,133"
"MAR",2026,"24,012"
"MAR",2027,"23,887"
"MAR",2028,"23,762"
"MAR",2029,"23,641"
"MAR",2030,"23,528"
"MDA",1990,"47,297"
"MDA",1991,"47,413"
"MDA",1992,"47,816"
"MDA",1993,"47,792"
"MDA",1994,"49,811"
"MDA",1995,"49,782"
"MDA",1996,"50,009"
"MDA",1997,"49,691"
"MDA",1998,"50,025"
"MDA",1999,"50,143"
"MDA",2000,"49,875"
"MDA",2001,"49,351"
"MDA",2002,"48,783"
"MDA",2003,"48,365"
"MDA",2004,"47,998"
"MDA",2005,"46,363"
"MDA",2006,"44,678"
"MDA",2007,"42,994"
"MDA",2008,"41,295"
"MDA",2009,"39,567"
"MDA",2010,"38,895"
"MDA",2011,"39,171"
"MDA",2012,"38,018"
"MDA",2013,"38,503"
"MDA",2014,"38,259"
"MDA",2015,"41,257"
"MDA",2016,"39,975"
"MDA",2017,"39,446"
"MDA",2018,"38,896"
"MDA",2019,"38,336"
"MDA",2020,"37,774"
"MDA",2021,"37,188"
"MDA",2022,"36,605"
"MDA",2023,"36,026"
"MDA",2024,"35,446"
"MDA",2025,"34,862"
"MDA",2026,"34,266"
"MDA",2027,"33,663"
"MDA",2028,"33,051"
"MDA",2029,"32,43"
"MDA",2030,"31,798"
"MDG",1990,"84,23"
"MDG",1991,"84,191"
"MDG",1992,"84,166"
"MDG",1993,"84,141"
"MDG",1994,"84,112"
"MDG",1995,"84,096"
"MDG",1996,"84,104"
"MDG",1997,"84,121"
"MDG",1998,"84,139"
"MDG",1999,"84,159"
"MDG",2000,"84,174"
"MDG",2001,"84,203"
"MDG",2002,"84,167"
"MDG",2003,"84,182"
"MDG",2004,"84,178"
"MDG",2005,"84,162"
"MDG",2006,"84,919"
"MDG",2007,"85,596"
"MDG",2008,"86,19"
"MDG",2009,"86,699"
"MDG",2010,"87,118"
"MDG",2011,"86,861"
"MDG",2012,"86,553"
"MDG",2013,"85,676"
"MDG",2014,"84,672"
"MDG",2015,"83,517"
"MDG",2016,"83,41"
"MDG",2017,"83,606"
"MDG",2018,"83,809"
"MDG",2019,"84,014"
"MDG",2020,"84,218"
"MDG",2021,"84,421"
"MDG",2022,"84,623"
"MDG",2023,"84,823"
"MDG",2024,"85,021"
"MDG",2025,"85,213"
"MDG",2026,"85,403"
"MDG",2027,"85,588"
"MDG",2028,"85,766"
"MDG",2029,"85,935"
"MDG",2030,"86,093"
"MDV",1990,"20,213"
"MDV",1991,"21,652"
"MDV",1992,"23,185"
"MDV",1993,"24,8"
"MDV",1994,"26,475"
"MDV",1995,"28,186"
"MDV",1996,"29,974"
"MDV",1997,"31,779"
"MDV",1998,"33,61"
"MDV",1999,"35,496"
"MDV",2000,"37,457"
"MDV",2001,"39,883"
"MDV",2002,"42,409"
"MDV",2003,"45,018"
"MDV",2004,"47,69"
"MDV",2005,"50,398"
"MDV",2006,"53,086"
"MDV",2007,"52,333"
"MDV",2008,"51,597"
"MDV",2009,"50,865"
"MDV",2010,"50,122"
"MDV",2011,"49,375"
"MDV",2012,"48,615"
"MDV",2013,"47,826"
"MDV",2014,"46,996"
"MDV",2015,"44,469"
"MDV",2016,"42,377"
"MDV",2017,"42,876"
"MDV",2018,"43,333"
"MDV",2019,"43,751"
"MDV",2020,"44,129"
"MDV",2021,"44,456"
"MDV",2022,"44,75"
"MDV",2023,"45,013"
"MDV",2024,"45,256"
"MDV",2025,"45,48"
"MDV",2026,"45,688"
"MDV",2027,"45,88"
"MDV",2028,"46,062"
"MDV",2029,"46,239"
"MDV",2030,"46,406"
"MEX",1990,"33,457"
"MEX",1991,"34,005"
"MEX",1992,"34,877"
"MEX",1993,"35,855"
"MEX",1994,"36,374"
"MEX",1995,"37,619"
"MEX",1996,"37,541"
"MEX",1997,"39,597"
"MEX",1998,"39,345"
"MEX",1999,"38,526"
"MEX",2000,"38,883"
"MEX",2001,"38,18"
"MEX",2002,"38,922"
"MEX",2003,"38,451"
"MEX",2004,"40,653"
"MEX",2005,"41,32"
"MEX",2006,"42,506"
"MEX",2007,"42,923"
"MEX",2008,"42,795"
"MEX",2009,"43,333"
"MEX",2010,"43,174"
"MEX",2011,"43,501"
"MEX",2012,"44,566"
"MEX",2013,"44,565"
"MEX",2014,"43,56"
"MEX",2015,"43,903"
"MEX",2016,"43,969"
"MEX",2017,"44,123"
"MEX",2018,"44,276"
"MEX",2019,"44,423"
"MEX",2020,"44,559"
"MEX",2021,"44,693"
"MEX",2022,"44,82"
"MEX",2023,"44,935"
"MEX",2024,"45,035"
"MEX",2025,"45,117"
"MEX",2026,"45,194"
"MEX",2027,"45,255"
"MEX",2028,"45,303"
"MEX",2029,"45,341"
"MEX",2030,"45,371"
"MKD",1990,"43,072"
"MKD",1991,"43,07"
"MKD",1992,"43,046"
"MKD",1993,"43,023"
"MKD",1994,"42,803"
"MKD",1995,"42,557"
"MKD",1996,"42,421"
"MKD",1997,"41,775"
"MKD",1998,"41,154"
"MKD",1999,"40,56"
"MKD",2000,"40,925"
"MKD",2001,"41,312"
"MKD",2002,"41,722"
"MKD",2003,"42,468"
"MKD",2004,"39,944"
"MKD",2005,"42,039"
"MKD",2006,"41,854"
"MKD",2007,"42,87"
"MKD",2008,"42,593"
"MKD",2009,"42,459"
"MKD",2010,"42,789"
"MKD",2011,"43,438"
"MKD",2012,"43,014"
"MKD",2013,"44,378"
"MKD",2014,"43,925"
"MKD",2015,"43,538"
"MKD",2016,"42,353"
"MKD",2017,"42,462"
"MKD",2018,"42,547"
"MKD",2019,"42,614"
"MKD",2020,"42,664"
"MKD",2021,"42,692"
"MKD",2022,"42,705"
"MKD",2023,"42,7"
"MKD",2024,"42,673"
"MKD",2025,"42,622"
"MKD",2026,"42,551"
"MKD",2027,"42,465"
"MKD",2028,"42,366"
"MKD",2029,"42,263"
"MKD",2030,"42,16"
"MLI",1990,"35,405"
"MLI",1991,"35,434"
"MLI",1992,"35,373"
"MLI",1993,"35,367"
"MLI",1994,"35,383"
"MLI",1995,"35,4"
"MLI",1996,"35,452"
"MLI",1997,"35,517"
"MLI",1998,"35,614"
"MLI",1999,"35,701"
"MLI",2000,"35,743"
"MLI",2001,"35,867"
"MLI",2002,"35,914"
"MLI",2003,"36,003"
"MLI",2004,"36,042"
"MLI",2005,"38,222"
"MLI",2006,"40,459"
"MLI",2007,"42,756"
"MLI",2008,"45,102"
"MLI",2009,"47,482"
"MLI",2010,"49,885"
"MLI",2011,"52,608"
"MLI",2012,"55,283"
"MLI",2013,"57,87"
"MLI",2014,"60,33"
"MLI",2015,"60,374"
"MLI",2016,"60,431"
"MLI",2017,"60,758"
"MLI",2018,"61,081"
"MLI",2019,"61,403"
"MLI",2020,"61,726"
"MLI",2021,"62,05"
"MLI",2022,"62,377"
"MLI",2023,"62,708"
"MLI",2024,"63,047"
"MLI",2025,"63,397"
"MLI",2026,"63,753"
"MLI",2027,"64,119"
"MLI",2028,"64,49"
"MLI",2029,"64,862"
"MLI",2030,"65,233"
"MLT",1990,"27,928"
"MLT",1991,"28,06"
"MLT",1992,"28,322"
"MLT",1993,"28,515"
"MLT",1994,"28,472"
"MLT",1995,"28,272"
"MLT",1996,"28,545"
"MLT",1997,"28,758"
"MLT",1998,"28,987"
"MLT",1999,"29,48"
"MLT",2000,"29,914"
"MLT",2001,"29,455"
"MLT",2002,"30,754"
"MLT",2003,"30,207"
"MLT",2004,"28,171"
"MLT",2005,"29,628"
"MLT",2006,"29,969"
"MLT",2007,"31,898"
"MLT",2008,"32,92"
"MLT",2009,"33,391"
"MLT",2010,"34,083"
"MLT",2011,"35,458"
"MLT",2012,"37,462"
"MLT",2013,"39,26"
"MLT",2014,"40,692"
"MLT",2015,"41,611"
"MLT",2016,"42,338"
"MLT",2017,"42,304"
"MLT",2018,"42,269"
"MLT",2019,"42,227"
"MLT",2020,"42,171"
"MLT",2021,"42,105"
"MLT",2022,"42,027"
"MLT",2023,"41,939"
"MLT",2024,"41,851"
"MLT",2025,"41,766"
"MLT",2026,"41,703"
"MLT",2027,"41,644"
"MLT",2028,"41,59"
"MLT",2029,"41,545"
"MLT",2030,"41,509"
"MMR",1990,"61,179"
"MMR",1991,"61,264"
"MMR",1992,"60,968"
"MMR",1993,"60,785"
"MMR",1994,"60,545"
"MMR",1995,"60,324"
"MMR",1996,"60,135"
"MMR",1997,"59,974"
"MMR",1998,"59,797"
"MMR",1999,"59,406"
"MMR",2000,"58,888"
"MMR",2001,"58,405"
"MMR",2002,"57,888"
"MMR",2003,"57,292"
"MMR",2004,"56,702"
"MMR",2005,"56,106"
"MMR",2006,"55,502"
"MMR",2007,"54,943"
"MMR",2008,"54,452"
"MMR",2009,"53,959"
"MMR",2010,"53,504"
"MMR",2011,"53,208"
"MMR",2012,"52,859"
"MMR",2013,"52,481"
"MMR",2014,"52,114"
"MMR",2015,"51,763"
"MMR",2016,"51,454"
"MMR",2017,"51,269"
"MMR",2018,"51,087"
"MMR",2019,"50,917"
"MMR",2020,"50,763"
"MMR",2021,"50,626"
"MMR",2022,"50,508"
"MMR",2023,"50,4"
"MMR",2024,"50,293"
"MMR",2025,"50,178"
"MMR",2026,"50,066"
"MMR",2027,"49,951"
"MMR",2028,"49,832"
"MMR",2029,"49,709"
"MMR",2030,"49,58"
"MNE",1990,"44,224"
"MNE",1991,"44,177"
"MNE",1992,"44,132"
"MNE",1993,"44,049"
"MNE",1994,"43,941"
"MNE",1995,"43,803"
"MNE",1996,"43,716"
"MNE",1997,"43,608"
"MNE",1998,"43,491"
"MNE",1999,"43,338"
"MNE",2000,"43,195"
"MNE",2001,"43,05"
"MNE",2002,"42,935"
"MNE",2003,"42,845"
"MNE",2004,"42,77"
"MNE",2005,"42,686"
"MNE",2006,"42,72"
"MNE",2007,"42,781"
"MNE",2008,"42,829"
"MNE",2009,"42,656"
"MNE",2010,"42,602"
"MNE",2011,"42,585"
"MNE",2012,"42,746"
"MNE",2013,"42,699"
"MNE",2014,"42,562"
"MNE",2015,"42,446"
"MNE",2016,"42,317"
"MNE",2017,"42,149"
"MNE",2018,"41,976"
"MNE",2019,"41,803"
"MNE",2020,"41,635"
"MNE",2021,"41,474"
"MNE",2022,"41,323"
"MNE",2023,"41,177"
"MNE",2024,"41,03"
"MNE",2025,"40,878"
"MNE",2026,"40,728"
"MNE",2027,"40,577"
"MNE",2028,"40,43"
"MNE",2029,"40,289"
"MNE",2030,"40,157"
"MNG",1990,"50,939"
"MNG",1991,"51,662"
"MNG",1992,"52,477"
"MNG",1993,"53,03"
"MNG",1994,"53,338"
"MNG",1995,"53,455"
"MNG",1996,"53,687"
"MNG",1997,"53,854"
"MNG",1998,"54,047"
"MNG",1999,"54,224"
"MNG",2000,"54,429"
"MNG",2001,"54,42"
"MNG",2002,"54,282"
"MNG",2003,"54,052"
"MNG",2004,"53,765"
"MNG",2005,"53,698"
"MNG",2006,"53,666"
"MNG",2007,"53,687"
"MNG",2008,"53,821"
"MNG",2009,"53,663"
"MNG",2010,"53,134"
"MNG",2011,"53,888"
"MNG",2012,"53,784"
"MNG",2013,"53,709"
"MNG",2014,"53,954"
"MNG",2015,"53,735"
"MNG",2016,"52,662"
"MNG",2017,"52,731"
"MNG",2018,"52,716"
"MNG",2019,"52,61"
"MNG",2020,"52,411"
"MNG",2021,"52,137"
"MNG",2022,"51,79"
"MNG",2023,"51,368"
"MNG",2024,"50,873"
"MNG",2025,"50,309"
"MNG",2026,"49,698"
"MNG",2027,"49,035"
"MNG",2028,"48,366"
"MNG",2029,"47,76"
"MNG",2030,"47,253"
"MOZ",1990,"87,232"
"MOZ",1991,"87,054"
"MOZ",1992,"86,897"
"MOZ",1993,"86,833"
"MOZ",1994,"86,803"
"MOZ",1995,"86,78"
"MOZ",1996,"86,885"
"MOZ",1997,"86,925"
"MOZ",1998,"87,223"
"MOZ",1999,"87,448"
"MOZ",2000,"87,611"
"MOZ",2001,"87,704"
"MOZ",2002,"87,747"
