"ref_area";"time";"obs_value"
"PRK";2004;81,571
"PRK";2005;81,418
"PRK";2006;81,264
"PRK";2007;81,094
"PRK";2008;80,971
"PRK";2009;80,927
"PRK";2010;80,848
"PRK";2011;80,74
"PRK";2012;80,659
"PRK";2013;80,602
"PRK";2014;80,554
"PRK";2015;80,509
"PRK";2016;80,481
"PRK";2017;80,467
"PRK";2018;80,448
"PRK";2019;80,396
"PRK";2020;80,299
"PRK";2021;80,142
"PRK";2022;79,948
"PRK";2023;79,734
"PRK";2024;79,523
"PRK";2025;79,326
"PRK";2026;79,113
"PRK";2027;78,917
"PRK";2028;78,723
"PRK";2029;78,507
"PRK";2030;78,26
"PRT";1990;59,99
"PRT";1991;61,272
"PRT";1992;59,163
"PRT";1993;58,906
"PRT";1994;58,923
"PRT";1995;58,452
"PRT";1996;58,729
"PRT";1997;59,338
"PRT";1998;60,491
"PRT";1999;60,5
"PRT";2000;60,712
"PRT";2001;61,362
"PRT";2002;61,953
"PRT";2003;61,939
"PRT";2004;61,547
"PRT";2005;61,965
"PRT";2006;62,172
"PRT";2007;62,272
"PRT";2008;62,037
"PRT";2009;61,251
"PRT";2010;61,048
"PRT";2011;60,373
"PRT";2012;60,016
"PRT";2013;59,204
"PRT";2014;58,779
"PRT";2015;58,632
"PRT";2016;58,547
"PRT";2017;58,196
"PRT";2018;57,843
"PRT";2019;57,482
"PRT";2020;57,107
"PRT";2021;56,743
"PRT";2022;56,381
"PRT";2023;56,019
"PRT";2024;55,656
"PRT";2025;55,288
"PRT";2026;54,925
"PRT";2027;54,566
"PRT";2028;54,209
"PRT";2029;53,846
"PRT";2030;53,471
"PRY";1990;68,779
"PRY";1991;68,909
"PRY";1992;68,929
"PRY";1993;69,14
"PRY";1994;69,396
"PRY";1995;69,475
"PRY";1996;69,545
"PRY";1997;69,613
"PRY";1998;69,682
"PRY";1999;69,754
"PRY";2000;69,831
"PRY";2001;69,918
"PRY";2002;70,008
"PRY";2003;70,102
"PRY";2004;70,201
"PRY";2005;70,304
"PRY";2006;70,404
"PRY";2007;70,514
"PRY";2008;70,61
"PRY";2009;71,067
"PRY";2010;68,982
"PRY";2011;69,251
"PRY";2012;72,352
"PRY";2013;71,281
"PRY";2014;69,534
"PRY";2015;69,573
"PRY";2016;70,309
"PRY";2017;70,408
"PRY";2018;70,513
"PRY";2019;70,609
"PRY";2020;70,687
"PRY";2021;70,761
"PRY";2022;70,819
"PRY";2023;70,863
"PRY";2024;70,904
"PRY";2025;70,948
"PRY";2026;71,007
"PRY";2027;71,069
"PRY";2028;71,13
"PRY";2029;71,185
"PRY";2030;71,231
"PSE";1990;39,126
"PSE";1991;39,268
"PSE";1992;39,373
"PSE";1993;39,525
"PSE";1994;39,352
"PSE";1995;39,268
"PSE";1996;39,273
"PSE";1997;39,247
"PSE";1998;39,118
"PSE";1999;39,206
"PSE";2000;39,133
"PSE";2001;39,078
"PSE";2002;38,355
"PSE";2003;39,396
"PSE";2004;40,485
"PSE";2005;40,816
"PSE";2006;41,147
"PSE";2007;42,068
"PSE";2008;42,954
"PSE";2009;41,491
"PSE";2010;40,871
"PSE";2011;42,561
"PSE";2012;43,186
"PSE";2013;43,211
"PSE";2014;44,291
"PSE";2015;45,402
"PSE";2016;45,565
"PSE";2017;45,879
"PSE";2018;46,188
"PSE";2019;46,467
"PSE";2020;46,704
"PSE";2021;46,904
"PSE";2022;47,068
"PSE";2023;47,201
"PSE";2024;47,313
"PSE";2025;47,409
"PSE";2026;47,492
"PSE";2027;47,561
"PSE";2028;47,622
"PSE";2029;47,679
"PSE";2030;47,738
"PYF";1990;59,021
"PYF";1991;59,342
"PYF";1992;59,622
"PYF";1993;59,912
"PYF";1994;59,921
"PYF";1995;59,924
"PYF";1996;59,995
"PYF";1997;59,877
"PYF";1998;59,635
"PYF";1999;59,276
"PYF";2000;58,84
"PYF";2001;58,386
"PYF";2002;57,924
"PYF";2003;57,415
"PYF";2004;56,986
"PYF";2005;56,669
"PYF";2006;56,474
"PYF";2007;56,313
"PYF";2008;56,363
"PYF";2009;56,311
"PYF";2010;56,178
"PYF";2011;56,156
"PYF";2012;56,116
"PYF";2013;55,938
"PYF";2014;55,691
"PYF";2015;55,379
"PYF";2016;55,095
"PYF";2017;54,832
"PYF";2018;54,563
"PYF";2019;54,292
"PYF";2020;54,021
"PYF";2021;53,754
"PYF";2022;53,481
"PYF";2023;53,189
"PYF";2024;52,863
"PYF";2025;52,496
"PYF";2026;52,158
"PYF";2027;51,796
"PYF";2028;51,426
"PYF";2029;51,066
"PYF";2030;50,725
"QAT";1990;79,899
"QAT";1991;79,67
"QAT";1992;79,368
"QAT";1993;79,375
"QAT";1994;79,376
"QAT";1995;79,345
"QAT";1996;78,849
"QAT";1997;78,098
"QAT";1998;77,593
"QAT";1999;77,277
"QAT";2000;77,035
"QAT";2001;77,009
"QAT";2002;77,246
"QAT";2003;77,885
"QAT";2004;78,831
"QAT";2005;80,205
"QAT";2006;80,72
"QAT";2007;82,118
"QAT";2008;83,586
"QAT";2009;85,104
"QAT";2010;86,665
"QAT";2011;86,074
"QAT";2012;85,903
"QAT";2013;86,154
"QAT";2014;86,774
"QAT";2015;87,56
"QAT";2016;87,141
"QAT";2017;86,9
"QAT";2018;86,846
"QAT";2019;86,984
"QAT";2020;87,23
"QAT";2021;86,689
"QAT";2022;86,243
"QAT";2023;85,957
"QAT";2024;85,855
"QAT";2025;85,883
"QAT";2026;85,339
"QAT";2027;84,898
"QAT";2028;84,59
"QAT";2029;84,418
"QAT";2030;84,336
"ROU";1990;68,378
"ROU";1991;68,751
"ROU";1992;69,029
"ROU";1993;68,878
"ROU";1994;68,651
"ROU";1995;68,345
"ROU";1996;65,898
"ROU";1997;66,021
"ROU";1998;65,05
"ROU";1999;64,937
"ROU";2000;64,258
"ROU";2001;62,873
"ROU";2002;57,249
"ROU";2003;55,496
"ROU";2004;55,079
"ROU";2005;53,483
"ROU";2006;54,461
"ROU";2007;54,235
"ROU";2008;53,937
"ROU";2009;53,758
"ROU";2010;54,966
"ROU";2011;54,127
"ROU";2012;54,58
"ROU";2013;54,414
"ROU";2014;54,679
"ROU";2015;54,318
"ROU";2016;53,576
"ROU";2017;53,224
"ROU";2018;52,86
"ROU";2019;52,501
"ROU";2020;52,153
"ROU";2021;51,788
"ROU";2022;51,444
"ROU";2023;51,112
"ROU";2024;50,781
"ROU";2025;50,441
"ROU";2026;50,058
"ROU";2027;49,673
"ROU";2028;49,278
"ROU";2029;48,865
"ROU";2030;48,433
"RUS";1990;66,806
"RUS";1991;66,574
"RUS";1992;66,526
"RUS";1993;64,732
"RUS";1994;62,83
"RUS";1995;62,253
"RUS";1996;61,189
"RUS";1997;59,745
"RUS";1998;58,857
"RUS";1999;61,968
"RUS";2000;61,946
"RUS";2001;60,659
"RUS";2002;61,207
"RUS";2003;60,843
"RUS";2004;61,211
"RUS";2005;61,561
"RUS";2006;61,783
"RUS";2007;62,576
"RUS";2008;62,984
"RUS";2009;63,054
"RUS";2010;63,001
"RUS";2011;63,4
"RUS";2012;63,44
"RUS";2013;63,436
"RUS";2014;63,518
"RUS";2015;63,658
"RUS";2016;63,83
"RUS";2017;63,532
"RUS";2018;63,155
"RUS";2019;62,755
"RUS";2020;62,371
"RUS";2021;61,933
"RUS";2022;61,515
"RUS";2023;61,117
"RUS";2024;60,736
"RUS";2025;60,37
"RUS";2026;59,968
"RUS";2027;59,594
"RUS";2028;59,258
"RUS";2029;58,978
"RUS";2030;58,767
"RWA";1990;89,644
"RWA";1991;89,511
"RWA";1992;89,181
"RWA";1993;88,66
"RWA";1994;88,159
"RWA";1995;87,475
"RWA";1996;87,158
"RWA";1997;87,065
"RWA";1998;87,175
"RWA";1999;87,276
"RWA";2000;87,212
"RWA";2001;87,053
"RWA";2002;86,761
"RWA";2003;86,421
"RWA";2004;86,123
"RWA";2005;86,007
"RWA";2006;86,028
"RWA";2007;86,223
"RWA";2008;86,489
"RWA";2009;86,723
"RWA";2010;86,835
"RWA";2011;86,896
"RWA";2012;86,846
"RWA";2013;86,735
"RWA";2014;86,581
"RWA";2015;86,416
"RWA";2016;86,215
"RWA";2017;86,153
"RWA";2018;86,084
"RWA";2019;86,006
"RWA";2020;85,92
"RWA";2021;85,834
"RWA";2022;85,745
"RWA";2023;85,657
"RWA";2024;85,573
"RWA";2025;85,496
"RWA";2026;85,433
"RWA";2027;85,378
"RWA";2028;85,334
"RWA";2029;85,303
"RWA";2030;85,287
"SAU";1990;53,266
"SAU";1991;53,303
"SAU";1992;53,343
"SAU";1993;52,902
"SAU";1994;52,303
"SAU";1995;51,581
"SAU";1996;50,5
"SAU";1997;49,629
"SAU";1998;49,026
"SAU";1999;48,752
"SAU";2000;49,9
"SAU";2001;49,486
"SAU";2002;49,421
"SAU";2003;49,733
"SAU";2004;50,096
"SAU";2005;50,45
"SAU";2006;50,478
"SAU";2007;50,445
"SAU";2008;50,285
"SAU";2009;50,123
"SAU";2010;51,07
"SAU";2011;52,182
"SAU";2012;53,468
"SAU";2013;54,349
"SAU";2014;54,824
"SAU";2015;55,632
"SAU";2016;55,885
"SAU";2017;56,124
"SAU";2018;56,399
"SAU";2019;56,66
"SAU";2020;56,856
"SAU";2021;56,466
"SAU";2022;56,011
"SAU";2023;55,527
"SAU";2024;55,054
"SAU";2025;54,609
"SAU";2026;54,024
"SAU";2027;53,48
"SAU";2028;52,975
"SAU";2029;52,5
"SAU";2030;52,042
"SDN";1990;49,903
"SDN";1991;50,173
"SDN";1992;50,457
"SDN";1993;50,754
"SDN";1994;51,066
"SDN";1995;51,391
"SDN";1996;51,687
"SDN";1997;51,37
"SDN";1998;51,059
"SDN";1999;50,755
"SDN";2000;50,461
"SDN";2001;50,192
"SDN";2002;49,934
"SDN";2003;49,674
"SDN";2004;49,397
"SDN";2005;49,096
"SDN";2006;48,771
"SDN";2007;48,409
"SDN";2008;48,02
"SDN";2009;47,618
"SDN";2010;47,476
"SDN";2011;47,313
"SDN";2012;47,124
"SDN";2013;46,978
"SDN";2014;46,84
"SDN";2015;46,694
"SDN";2016;46,582
"SDN";2017;46,484
"SDN";2018;46,395
"SDN";2019;46,315
"SDN";2020;46,245
"SDN";2021;46,19
"SDN";2022;46,145
"SDN";2023;46,111
"SDN";2024;46,086
"SDN";2025;46,069
"SDN";2026;46,055
"SDN";2027;46,05
"SDN";2028;46,049
"SDN";2029;46,05
"SDN";2030;46,051
"SEN";1990;53,733
"SEN";1991;53,607
"SEN";1992;53,49
"SEN";1993;53,358
"SEN";1994;53,199
"SEN";1995;52,948
"SEN";1996;52,795
"SEN";1997;52,577
"SEN";1998;52,302
"SEN";1999;52,024
"SEN";2000;51,792
"SEN";2001;51,648
"SEN";2002;51,552
"SEN";2003;51,426
"SEN";2004;51,321
"SEN";2005;51,234
"SEN";2006;51,244
"SEN";2007;52,253
"SEN";2008;53,288
"SEN";2009;54,347
"SEN";2010;55,419
"SEN";2011;56,526
"SEN";2012;56,644
"SEN";2013;56,765
"SEN";2014;56,867
"SEN";2015;56,934
"SEN";2016;56,994
"SEN";2017;57,204
"SEN";2018;57,403
"SEN";2019;57,588
"SEN";2020;57,757
"SEN";2021;57,912
"SEN";2022;58,056
"SEN";2023;58,19
"SEN";2024;58,314
"SEN";2025;58,431
"SEN";2026;58,543
"SEN";2027;58,65
"SEN";2028;58,759
"SEN";2029;58,875
"SEN";2030;59,002
"SGP";1990;63,134
"SGP";1991;63,548
"SGP";1992;63,854
"SGP";1993;64,248
"SGP";1994;64,694
"SGP";1995;65,021
"SGP";1996;65,088
"SGP";1997;65,147
"SGP";1998;64,847
"SGP";1999;64,714
"SGP";2000;64,696
"SGP";2001;64,677
"SGP";2002;63,78
"SGP";2003;63,779
"SGP";2004;63,747
"SGP";2005;64,193
"SGP";2006;64,788
"SGP";2007;65,404
"SGP";2008;66,408
"SGP";2009;66,47
"SGP";2010;66,924
"SGP";2011;67,051
"SGP";2012;67,572
"SGP";2013;67,522
"SGP";2014;68,213
"SGP";2015;68,9
"SGP";2016;68,665
"SGP";2017;68,463
"SGP";2018;68,256
"SGP";2019;68,03
"SGP";2020;67,778
"SGP";2021;67,52
"SGP";2022;67,244
"SGP";2023;66,952
"SGP";2024;66,647
"SGP";2025;66,332
"SGP";2026;66,047
"SGP";2027;65,757
"SGP";2028;65,463
"SGP";2029;65,17
"SGP";2030;64,88
"SLB";1990;71,432
"SLB";1991;71,237
"SLB";1992;70,741
"SLB";1993;70,723
"SLB";1994;70,453
"SLB";1995;70,249
"SLB";1996;70,426
"SLB";1997;70,793
"SLB";1998;70,983
"SLB";1999;71,283
"SLB";2000;72,358
"SLB";2001;72,994
"SLB";2002;73,311
"SLB";2003;73,153
"SLB";2004;73,051
"SLB";2005;72,906
"SLB";2006;72,718
"SLB";2007;72,497
"SLB";2008;72,275
"SLB";2009;72,626
"SLB";2010;72,409
"SLB";2011;71,885
"SLB";2012;71,733
"SLB";2013;71,66
"SLB";2014;71,661
"SLB";2015;71,559
"SLB";2016;71,506
"SLB";2017;71,467
"SLB";2018;71,43
"SLB";2019;71,387
"SLB";2020;71,336
"SLB";2021;71,293
"SLB";2022;71,244
"SLB";2023;71,193
"SLB";2024;71,146
"SLB";2025;71,11
"SLB";2026;71,096
"SLB";2027;71,09
"SLB";2028;71,089
"SLB";2029;71,09
"SLB";2030;71,093
"SLE";1990;64,921
"SLE";1991;64,821
"SLE";1992;64,945
"SLE";1993;64,802
"SLE";1994;64,675
"SLE";1995;64,629
"SLE";1996;64,538
"SLE";1997;64,488
"SLE";1998;64,361
"SLE";1999;64,324
"SLE";2000;64,307
"SLE";2001;64,455
"SLE";2002;64,3
"SLE";2003;64,286
"SLE";2004;65,815
"SLE";2005;65,039
"SLE";2006;64,262
"SLE";2007;63,493
"SLE";2008;62,727
"SLE";2009;61,956
"SLE";2010;61,179
"SLE";2011;60,391
"SLE";2012;59,598
"SLE";2013;58,802
"SLE";2014;58,004
"SLE";2015;58,197
"SLE";2016;58,05
"SLE";2017;57,91
"SLE";2018;57,771
"SLE";2019;57,632
"SLE";2020;57,495
"SLE";2021;57,36
"SLE";2022;57,229
"SLE";2023;57,108
"SLE";2024;57,008
"SLE";2025;56,935
"SLE";2026;56,886
"SLE";2027;56,862
"SLE";2028;56,855
"SLE";2029;56,856
"SLE";2030;56,859
"SLV";1990;60,735
"SLV";1991;60,908
"SLV";1992;61,125
"SLV";1993;62,021
"SLV";1994;62,821
"SLV";1995;62,084
"SLV";1996;60,665
"SLV";1997;60,446
"SLV";1998;62,277
"SLV";1999;62,015
"SLV";2000;61,48
"SLV";2001;60,941
"SLV";2002;60,386
"SLV";2003;61,834
"SLV";2004;60,504
"SLV";2005;60,938
"SLV";2006;61,376
"SLV";2007;61,857
"SLV";2008;61,722
"SLV";2009;61,572
"SLV";2010;61,305
"SLV";2011;61,563
"SLV";2012;61,83
"SLV";2013;62,199
"SLV";2014;61,797
"SLV";2015;61,418
"SLV";2016;61,107
"SLV";2017;61,403
"SLV";2018;61,716
"SLV";2019;62,02
"SLV";2020;62,294
"SLV";2021;62,576
"SLV";2022;62,835
"SLV";2023;63,071
"SLV";2024;63,285
"SLV";2025;63,479
"SLV";2026;63,679
"SLV";2027;63,86
"SLV";2028;64,023
"SLV";2029;64,166
"SLV";2030;64,292
"SOM";1990;48,802
"SOM";1991;48,67
"SOM";1992;48,601
"SOM";1993;48,569
"SOM";1994;48,543
"SOM";1995;48,462
"SOM";1996;48,277
"SOM";1997;48,086
"SOM";1998;47,89
"SOM";1999;47,695
"SOM";2000;47,534
"SOM";2001;47,288
"SOM";2002;47,102
"SOM";2003;46,95
"SOM";2004;46,813
"SOM";2005;46,676
"SOM";2006;46,506
"SOM";2007;46,344
"SOM";2008;46,198
"SOM";2009;46,086
"SOM";2010;46,033
"SOM";2011;45,935
"SOM";2012;45,897
"SOM";2013;45,91
"SOM";2014;45,96
"SOM";2015;46,035
"SOM";2016;46,084
"SOM";2017;46,11
"SOM";2018;46,155
"SOM";2019;46,206
"SOM";2020;46,256
"SOM";2021;46,298
"SOM";2022;46,338
"SOM";2023;46,381
"SOM";2024;46,43
"SOM";2025;46,487
"SOM";2026;46,542
"SOM";2027;46,605
"SOM";2028;46,671
"SOM";2029;46,735
"SOM";2030;46,794
"SRB";1990;57,537
"SRB";1991;57,677
"SRB";1992;57,661
"SRB";1993;57,503
"SRB";1994;57,303
"SRB";1995;57,002
"SRB";1996;56,825
"SRB";1997;56,517
"SRB";1998;56,358
"SRB";1999;56,656
"SRB";2000;56,282
"SRB";2001;55,969
"SRB";2002;55,602
"SRB";2003;55,302
"SRB";2004;54,919
"SRB";2005;54,635
"SRB";2006;54,421
"SRB";2007;54,393
"SRB";2008;53,561
"SRB";2009;52,073
"SRB";2010;50,875
"SRB";2011;50,86
"SRB";2012;51,291
"SRB";2013;52,137
"SRB";2014;52,441
"SRB";2015;52,009
"SRB";2016;53,872
"SRB";2017;53,504
"SRB";2018;53,143
"SRB";2019;52,803
"SRB";2020;52,493
"SRB";2021;52,176
"SRB";2022;51,897
"SRB";2023;51,645
"SRB";2024;51,401
"SRB";2025;51,154
"SRB";2026;50,881
"SRB";2027;50,613
"SRB";2028;50,344
"SRB";2029;50,068
"SRB";2030;49,781
"SSD";1990;74,254
"SSD";1991;74,312
"SSD";1992;74,288
"SSD";1993;74,214
"SSD";1994;74,183
"SSD";1995;74,293
"SSD";1996;74,356
"SSD";1997;74,414
"SSD";1998;74,477
"SSD";1999;74,506
"SSD";2000;74,465
"SSD";2001;74,458
"SSD";2002;74,367
"SSD";2003;74,216
"SSD";2004;74,048
"SSD";2005;73,896
"SSD";2006;73,792
"SSD";2007;73,686
"SSD";2008;73,57
"SSD";2009;73,419
"SSD";2010;73,218
"SSD";2011;73,104
"SSD";2012;72,951
"SSD";2013;72,77
"SSD";2014;72,587
"SSD";2015;72,413
"SSD";2016;72,321
"SSD";2017;72,336
"SSD";2018;72,359
"SSD";2019;72,381
"SSD";2020;72,396
"SSD";2021;72,402
"SSD";2022;72,403
"SSD";2023;72,402
"SSD";2024;72,404
"SSD";2025;72,411
"SSD";2026;72,415
"SSD";2027;72,423
"SSD";2028;72,434
"SSD";2029;72,444
"SSD";2030;72,451
"STP";1990;55,699
"STP";1991;55,497
"STP";1992;55,081
"STP";1993;54,584
"STP";1994;54,202
"STP";1995;54,056
"STP";1996;54,095
"STP";1997;54,403
"STP";1998;54,861
"STP";1999;55,282
"STP";2000;55,545
"STP";2001;55,721
"STP";2002;55,731
"STP";2003;55,665
"STP";2004;55,682
"STP";2005;55,823
"STP";2006;56,093
"STP";2007;56,457
"STP";2008;56,847
"STP";2009;57,221
"STP";2010;57,516
"STP";2011;57,759
"STP";2012;57,973
"STP";2013;58,125
"STP";2014;58,204
"STP";2015;58,211
"STP";2016;58,174
"STP";2017;58,127
"STP";2018;58,048
"STP";2019;57,963
"STP";2020;57,893
"STP";2021;57,871
"STP";2022;57,867
"STP";2023;57,875
"STP";2024;57,887
"STP";2025;57,894
"STP";2026;57,931
"STP";2027;57,973
"STP";2028;58,018
"STP";2029;58,066
"STP";2030;58,116
"SUR";1990;49,036
"SUR";1991;49,333
"SUR";1992;49,578
"SUR";1993;49,699
"SUR";1994;49,907
"SUR";1995;50,041
"SUR";1996;50,484
"SUR";1997;50,776
"SUR";1998;50,943
"SUR";1999;51,016
"SUR";2000;51,218
"SUR";2001;51,356
"SUR";2002;51,516
"SUR";2003;51,717
"SUR";2004;51,971
"SUR";2005;52,163
"SUR";2006;52,362
"SUR";2007;52,577
"SUR";2008;52,775
"SUR";2009;52,946
"SUR";2010;53,135
"SUR";2011;53,287
"SUR";2012;53,394
"SUR";2013;53,486
"SUR";2014;53,558
"SUR";2015;53,59
"SUR";2016;53,393
"SUR";2017;53,416
"SUR";2018;53,428
"SUR";2019;53,406
"SUR";2020;53,335
"SUR";2021;53,226
"SUR";2022;53,079
"SUR";2023;52,911
"SUR";2024;52,743
"SUR";2025;52,591
"SUR";2026;52,461
"SUR";2027;52,352
"SUR";2028;52,255
"SUR";2029;52,16
"SUR";2030;52,059
"SVK";1990;66,227
"SVK";1991;66,148
"SVK";1992;64,278
"SVK";1993;62,248
"SVK";1994;59,986
"SVK";1995;59,927
"SVK";1996;60,193
"SVK";1997;59,644
"SVK";1998;59,274
"SVK";1999;59,358
"SVK";2000;59,749
"SVK";2001;60,455
"SVK";2002;59,813
"SVK";2003;60,234
"SVK";2004;60,212
"SVK";2005;59,566
"SVK";2006;59,101
"SVK";2007;58,755
"SVK";2008;59,187
"SVK";2009;58,723
"SVK";2010;58,786
"SVK";2011;58,722
"SVK";2012;59,119
"SVK";2013;59,198
"SVK";2014;59,278
"SVK";2015;59,601
"SVK";2016;60,053
"SVK";2017;59,794
"SVK";2018;59,514
"SVK";2019;59,211
"SVK";2020;58,883
"SVK";2021;58,508
"SVK";2022;58,112
"SVK";2023;57,709
"SVK";2024;57,324
"SVK";2025;56,974
"SVK";2026;56,65
"SVK";2027;56,365
"SVK";2028;56,109
"SVK";2029;55,861
"SVK";2030;55,606
"SVN";1990;59,191
"SVN";1991;58,955
"SVN";1992;58,679
"SVN";1993;58,366
"SVN";1994;58,046
"SVN";1995;57,782
"SVN";1996;57,61
"SVN";1997;58,335
"SVN";1998;59,292
"SVN";1999;58,095
"SVN";2000;57,382
"SVN";2001;57,526
"SVN";2002;57,991
"SVN";2003;56,467
"SVN";2004;58,972
"SVN";2005;59,208
"SVN";2006;59,282
"SVN";2007;59,761
"SVN";2008;59,482
"SVN";2009;59,426
"SVN";2010;59,233
"SVN";2011;58,059
"SVN";2012;57,713
"SVN";2013;57,433
"SVN";2014;57,693
"SVN";2015;57,367
"SVN";2016;56,678
"SVN";2017;56,257
"SVN";2018;55,818
"SVN";2019;55,353
"SVN";2020;54,857
"SVN";2021;54,336
"SVN";2022;53,798
"SVN";2023;53,251
"SVN";2024;52,707
"SVN";2025;52,176
"SVN";2026;51,663
"SVN";2027;51,17
"SVN";2028;50,697
"SVN";2029;50,245
"SVN";2030;49,811
"SWE";1990;67,523
"SWE";1991;66,98
"SWE";1992;65,464
"SWE";1993;63,823
"SWE";1994;63,197
"SWE";1995;63,698
"SWE";1996;63,56
"SWE";1997;63,103
"SWE";1998;62,796
"SWE";1999;62,985
"SWE";2000;62,362
"SWE";2001;62,59
"SWE";2002;62,492
"SWE";2003;62,533
"SWE";2004;62,339
"SWE";2005;63,721
"SWE";2006;63,288
"SWE";2007;63,634
"SWE";2008;63,792
"SWE";2009;63,287
"SWE";2010;63,106
"SWE";2011;63,356
"SWE";2012;63,425
"SWE";2013;63,845
"SWE";2014;63,933
"SWE";2015;63,943
"SWE";2016;63,994
"SWE";2017;64,04
"SWE";2018;64,082
"SWE";2019;64,111
"SWE";2020;64,122
"SWE";2021;64,087
"SWE";2022;64,036
"SWE";2023;63,976
"SWE";2024;63,916
"SWE";2025;63,86
"SWE";2026;63,823
"SWE";2027;63,8
"SWE";2028;63,779
"SWE";2029;63,745
"SWE";2030;63,685
"SWZ";1990;53,855
"SWZ";1991;54,035
"SWZ";1992;54,172
"SWZ";1993;54,25
"SWZ";1994;54,261
"SWZ";1995;54,191
"SWZ";1996;54,021
"SWZ";1997;53,815
"SWZ";1998;53,577
"SWZ";1999;53,313
"SWZ";2000;53,042
"SWZ";2001;52,885
"SWZ";2002;52,741
"SWZ";2003;52,623
"SWZ";2004;52,56
"SWZ";2005;52,55
"SWZ";2006;52,446
"SWZ";2007;52,409
"SWZ";2008;52,428
"SWZ";2009;52,499
"SWZ";2010;52,612
"SWZ";2011;52,811
"SWZ";2012;53,026
"SWZ";2013;53,255
"SWZ";2014;53,504
"SWZ";2015;53,759
"SWZ";2016;54,032
"SWZ";2017;54,29
"SWZ";2018;54,521
"SWZ";2019;54,717
"SWZ";2020;54,874
"SWZ";2021;54,993
"SWZ";2022;55,07
"SWZ";2023;55,118
"SWZ";2024;55,155
"SWZ";2025;55,193
"SWZ";2026;55,233
"SWZ";2027;55,271
"SWZ";2028;55,307
"SWZ";2029;55,34
"SWZ";2030;55,372
"SYR";1990;54,153
"SYR";1991;53,695
"SYR";1992;53,087
"SYR";1993;52,882
"SYR";1994;52,813
"SYR";1995;52,757
"SYR";1996;51,829
"SYR";1997;50,934
"SYR";1998;50,1
"SYR";1999;50,225
"SYR";2000;50,257
"SYR";2001;49,971
"SYR";2002;49,601
"SYR";2003;49,04
"SYR";2004;47,818
"SYR";2005;46,644
"SYR";2006;45,608
"SYR";2007;44,556
"SYR";2008;44,636
"SYR";2009;42,977
"SYR";2010;43,057
"SYR";2011;42,984
"SYR";2012;42,779
"SYR";2013;42,491
"SYR";2014;42,093
"SYR";2015;41,586
"SYR";2016;41,46
"SYR";2017;41,068
"SYR";2018;40,662
"SYR";2019;40,252
"SYR";2020;39,848
"SYR";2021;39,898
"SYR";2022;39,958
"SYR";2023;40,015
"SYR";2024;40,062
"SYR";2025;40,088
"SYR";2026;40,015
"SYR";2027;39,937
"SYR";2028;39,849
"SYR";2029;39,746
"SYR";2030;39,625
"TCD";1990;72,22
"TCD";1991;72,264
"TCD";1992;72,284
"TCD";1993;72,33
"TCD";1994;72,32
"TCD";1995;72,32
"TCD";1996;72,394
"TCD";1997;72,435
"TCD";1998;72,451
"TCD";1999;72,466
"TCD";2000;72,473
"TCD";2001;72,517
"TCD";2002;72,536
"TCD";2003;72,515
"TCD";2004;72,428
"TCD";2005;72,328
"TCD";2006;72,329
"TCD";2007;72,279
"TCD";2008;72,191
"TCD";2009;72,073
"TCD";2010;71,912
"TCD";2011;71,84
"TCD";2012;71,716
"TCD";2013;71,578
"TCD";2014;71,416
"TCD";2015;71,249
"TCD";2016;71,164
"TCD";2017;71,143
"TCD";2018;71,128
"TCD";2019;71,121
"TCD";2020;71,124
"TCD";2021;71,134
"TCD";2022;71,151
"TCD";2023;71,174
"TCD";2024;71,204
"TCD";2025;71,239
"TCD";2026;71,279
"TCD";2027;71,324
"TCD";2028;71,373
"TCD";2029;71,426
"TCD";2030;71,483
"TGO";1990;82,422
"TGO";1991;82,413
"TGO";1992;82,361
"TGO";1993;82,329
"TGO";1994;82,097
"TGO";1995;81,889
"TGO";1996;81,594
"TGO";1997;81,279
"TGO";1998;81,083
"TGO";1999;80,868
"TGO";2000;80,688
"TGO";2001;80,659
"TGO";2002;80,632
"TGO";2003;80,576
"TGO";2004;80,561
"TGO";2005;80,581
"TGO";2006;80,684
"TGO";2007;80,257
"TGO";2008;79,779
"TGO";2009;79,241
"TGO";2010;78,635
"TGO";2011;77,947
"TGO";2012;77,975
"TGO";2013;77,977
"TGO";2014;77,924
"TGO";2015;77,825
"TGO";2016;77,695
"TGO";2017;77,57
"TGO";2018;77,435
"TGO";2019;77,295
"TGO";2020;77,152
"TGO";2021;77,001
"TGO";2022;76,849
"TGO";2023;76,698
"TGO";2024;76,554
"TGO";2025;76,418
"TGO";2026;76,284
"TGO";2027;76,159
"TGO";2028;76,041
"TGO";2029;75,929
"TGO";2030;75,82
"THA";1990;75,729
"THA";1991;75,411
"THA";1992;75,115
"THA";1993;74,812
"THA";1994;74,519
"THA";1995;74,652
"THA";1996;74,933
"THA";1997;74,961
"THA";1998;74,186
"THA";1999;73,186
"THA";2000;73,43
"THA";2001;73,653
"THA";2002;73,443
"THA";2003;73,258
"THA";2004;73,339
"THA";2005;73,37
"THA";2006;72,825
"THA";2007;73,141
"THA";2008;73,115
"THA";2009;72,855
"THA";2010;72,373
"THA";2011;73,235
"THA";2012;72,771
"THA";2013;71,238
"THA";2014;70,605
"THA";2015;69,069
"THA";2016;68,767
"THA";2017;68,563
"THA";2018;68,358
"THA";2019;68,135
"THA";2020;67,883
"THA";2021;67,611
"THA";2022;67,316
"THA";2023;67,001
