"ref_area";"time";"obs_value"
"LBN";2027;46,559
"LBN";2028;46,194
"LBN";2029;45,8
"LBN";2030;45,394
"LBR";1990;56,476
"LBR";1991;56,519
"LBR";1992;56,86
"LBR";1993;57,104
"LBR";1994;57,206
"LBR";1995;57,233
"LBR";1996;57,044
"LBR";1997;56,146
"LBR";1998;55,836
"LBR";1999;55,601
"LBR";2000;55,201
"LBR";2001;55,307
"LBR";2002;55,361
"LBR";2003;55,947
"LBR";2004;56,001
"LBR";2005;56,082
"LBR";2006;56,166
"LBR";2007;56,242
"LBR";2008;56,343
"LBR";2009;56,422
"LBR";2010;56,409
"LBR";2011;56,338
"LBR";2012;56,223
"LBR";2013;56,047
"LBR";2014;55,945
"LBR";2015;55,826
"LBR";2016;55,718
"LBR";2017;55,672
"LBR";2018;55,626
"LBR";2019;55,592
"LBR";2020;55,575
"LBR";2021;55,569
"LBR";2022;55,581
"LBR";2023;55,609
"LBR";2024;55,654
"LBR";2025;55,715
"LBR";2026;55,783
"LBR";2027;55,866
"LBR";2028;55,96
"LBR";2029;56,058
"LBR";2030;56,155
"LBY";1990;48,592
"LBY";1991;48,844
"LBY";1992;48,9
"LBY";1993;48,997
"LBY";1994;49,223
"LBY";1995;49,247
"LBY";1996;49,423
"LBY";1997;49,602
"LBY";1998;49,821
"LBY";1999;50,079
"LBY";2000;50,395
"LBY";2001;50,601
"LBY";2002;50,846
"LBY";2003;51,326
"LBY";2004;51,718
"LBY";2005;52,265
"LBY";2006;52,628
"LBY";2007;52,988
"LBY";2008;53,27
"LBY";2009;53,474
"LBY";2010;53,797
"LBY";2011;52,527
"LBY";2012;53,496
"LBY";2013;52,957
"LBY";2014;52,475
"LBY";2015;52,401
"LBY";2016;52,46
"LBY";2017;52,475
"LBY";2018;52,466
"LBY";2019;52,427
"LBY";2020;52,357
"LBY";2021;52,253
"LBY";2022;52,124
"LBY";2023;51,972
"LBY";2024;51,797
"LBY";2025;51,602
"LBY";2026;51,389
"LBY";2027;51,163
"LBY";2028;50,931
"LBY";2029;50,705
"LBY";2030;50,493
"LCA";1990;62,342
"LCA";1991;62,654
"LCA";1992;62,852
"LCA";1993;63,059
"LCA";1994;63,236
"LCA";1995;63,361
"LCA";1996;63,457
"LCA";1997;63,522
"LCA";1998;63,568
"LCA";1999;63,622
"LCA";2000;63,706
"LCA";2001;63,862
"LCA";2002;64,347
"LCA";2003;64,955
"LCA";2004;65,625
"LCA";2005;66,165
"LCA";2006;66,685
"LCA";2007;66,947
"LCA";2008;67,104
"LCA";2009;67,058
"LCA";2010;66,909
"LCA";2011;67,119
"LCA";2012;67,325
"LCA";2013;67,559
"LCA";2014;67,78
"LCA";2015;68,008
"LCA";2016;68,188
"LCA";2017;68,336
"LCA";2018;68,463
"LCA";2019;68,547
"LCA";2020;68,591
"LCA";2021;68,641
"LCA";2022;68,653
"LCA";2023;68,608
"LCA";2024;68,5
"LCA";2025;68,318
"LCA";2026;68,133
"LCA";2027;67,884
"LCA";2028;67,576
"LCA";2029;67,234
"LCA";2030;66,882
"LKA";1990;62,514
"LKA";1991;59,975
"LKA";1992;57,412
"LKA";1993;57,537
"LKA";1994;57,683
"LKA";1995;55,623
"LKA";1996;55,798
"LKA";1997;55,965
"LKA";1998;59,511
"LKA";1999;57,89
"LKA";2000;56,921
"LKA";2001;56,783
"LKA";2002;56,675
"LKA";2003;56,577
"LKA";2004;56,465
"LKA";2005;56,325
"LKA";2006;56,243
"LKA";2007;56,12
"LKA";2008;55,957
"LKA";2009;55,765
"LKA";2010;54,724
"LKA";2011;54,372
"LKA";2012;53,461
"LKA";2013;55,041
"LKA";2014;54,089
"LKA";2015;53,875
"LKA";2016;53,758
"LKA";2017;53,542
"LKA";2018;53,309
"LKA";2019;53,06
"LKA";2020;52,801
"LKA";2021;52,582
"LKA";2022;52,359
"LKA";2023;52,137
"LKA";2024;51,928
"LKA";2025;51,741
"LKA";2026;51,624
"LKA";2027;51,531
"LKA";2028;51,451
"LKA";2029;51,369
"LKA";2030;51,275
"LSO";1990;75,658
"LSO";1991;75,46
"LSO";1992;75,276
"LSO";1993;75,116
"LSO";1994;74,951
"LSO";1995;74,781
"LSO";1996;74,678
"LSO";1997;74,554
"LSO";1998;74,42
"LSO";1999;74,274
"LSO";2000;73,61
"LSO";2001;72,948
"LSO";2002;72,29
"LSO";2003;71,639
"LSO";2004;70,995
"LSO";2005;70,356
"LSO";2006;69,79
"LSO";2007;69,24
"LSO";2008;68,708
"LSO";2009;68,183
"LSO";2010;67,658
"LSO";2011;67,158
"LSO";2012;66,665
"LSO";2013;66,193
"LSO";2014;66,15
"LSO";2015;66,191
"LSO";2016;66,348
"LSO";2017;66,462
"LSO";2018;66,593
"LSO";2019;66,724
"LSO";2020;66,844
"LSO";2021;66,95
"LSO";2022;67,045
"LSO";2023;67,118
"LSO";2024;67,157
"LSO";2025;67,159
"LSO";2026;67,126
"LSO";2027;67,051
"LSO";2028;66,949
"LSO";2029;66,844
"LSO";2030;66,752
"LTU";1990;62,564
"LTU";1991;62,395
"LTU";1992;62,236
"LTU";1993;62,109
"LTU";1994;61,942
"LTU";1995;61,769
"LTU";1996;61,501
"LTU";1997;61,196
"LTU";1998;60,894
"LTU";1999;61,114
"LTU";2000;60,123
"LTU";2001;58,732
"LTU";2002;58,074
"LTU";2003;60,149
"LTU";2004;57,138
"LTU";2005;56,181
"LTU";2006;55,236
"LTU";2007;55,577
"LTU";2008;55,908
"LTU";2009;56,663
"LTU";2010;56,963
"LTU";2011;57,85
"LTU";2012;58,156
"LTU";2013;58,284
"LTU";2014;59,11
"LTU";2015;59,265
"LTU";2016;60,528
"LTU";2017;60,548
"LTU";2018;60,543
"LTU";2019;60,485
"LTU";2020;60,351
"LTU";2021;60,096
"LTU";2022;59,77
"LTU";2023;59,384
"LTU";2024;58,963
"LTU";2025;58,525
"LTU";2026;58,014
"LTU";2027;57,491
"LTU";2028;56,973
"LTU";2029;56,489
"LTU";2030;56,054
"LUX";1990;50,702
"LUX";1991;51,876
"LUX";1992;52,695
"LUX";1993;52,125
"LUX";1994;52,076
"LUX";1995;50,292
"LUX";1996;50,811
"LUX";1997;51,005
"LUX";1998;51,196
"LUX";1999;52,06
"LUX";2000;53,37
"LUX";2001;52,82
"LUX";2002;53,864
"LUX";2003;53,197
"LUX";2004;54,098
"LUX";2005;54,797
"LUX";2006;55,279
"LUX";2007;54,963
"LUX";2008;55,007
"LUX";2009;57,277
"LUX";2010;56,982
"LUX";2011;56,852
"LUX";2012;58,015
"LUX";2013;58,288
"LUX";2014;59,025
"LUX";2015;59,363
"LUX";2016;57,965
"LUX";2017;57,884
"LUX";2018;57,82
"LUX";2019;57,771
"LUX";2020;57,735
"LUX";2021;57,61
"LUX";2022;57,503
"LUX";2023;57,414
"LUX";2024;57,338
"LUX";2025;57,271
"LUX";2026;57,116
"LUX";2027;56,965
"LUX";2028;56,826
"LUX";2029;56,702
"LUX";2030;56,595
"LVA";1990;61,501
"LVA";1991;61,222
"LVA";1992;60,951
"LVA";1993;60,827
"LVA";1994;60,51
"LVA";1995;60,233
"LVA";1996;59,942
"LVA";1997;59,936
"LVA";1998;58,829
"LVA";1999;57,534
"LVA";2000;56,053
"LVA";2001;56,334
"LVA";2002;57,798
"LVA";2003;56,963
"LVA";2004;57,253
"LVA";2005;57,261
"LVA";2006;59,006
"LVA";2007;60,202
"LVA";2008;61,492
"LVA";2009;60,092
"LVA";2010;58,984
"LVA";2011;58,649
"LVA";2012;59,827
"LVA";2013;59,459
"LVA";2014;59,377
"LVA";2015;60,243
"LVA";2016;60,731
"LVA";2017;60,623
"LVA";2018;60,412
"LVA";2019;60,127
"LVA";2020;59,784
"LVA";2021;59,359
"LVA";2022;58,885
"LVA";2023;58,39
"LVA";2024;57,924
"LVA";2025;57,519
"LVA";2026;57,141
"LVA";2027;56,858
"LVA";2028;56,655
"LVA";2029;56,501
"LVA";2030;56,375
"MAC";1990;57,416
"MAC";1991;57,593
"MAC";1992;58,334
"MAC";1993;58,444
"MAC";1994;58,453
"MAC";1995;59,972
"MAC";1996;67,673
"MAC";1997;66,825
"MAC";1998;66,163
"MAC";1999;65,77
"MAC";2000;65,343
"MAC";2001;65,942
"MAC";2002;63,949
"MAC";2003;62,344
"MAC";2004;63,235
"MAC";2005;64,389
"MAC";2006;66,155
"MAC";2007;68,724
"MAC";2008;69,895
"MAC";2009;70,429
"MAC";2010;70,808
"MAC";2011;71,278
"MAC";2012;70,944
"MAC";2013;71,064
"MAC";2014;71,793
"MAC";2015;71,606
"MAC";2016;70,799
"MAC";2017;70,811
"MAC";2018;70,765
"MAC";2019;70,632
"MAC";2020;70,398
"MAC";2021;70,018
"MAC";2022;69,542
"MAC";2023;68,993
"MAC";2024;68,398
"MAC";2025;67,777
"MAC";2026;67,096
"MAC";2027;66,392
"MAC";2028;65,698
"MAC";2029;65,046
"MAC";2030;64,458
"MAR";1990;51,107
"MAR";1991;50,86
"MAR";1992;51,184
"MAR";1993;51,397
"MAR";1994;50,902
"MAR";1995;51,419
"MAR";1996;50,832
"MAR";1997;51,106
"MAR";1998;50,828
"MAR";1999;50,931
"MAR";2000;50,978
"MAR";2001;50,764
"MAR";2002;50,447
"MAR";2003;50,887
"MAR";2004;51,041
"MAR";2005;50,802
"MAR";2006;50,396
"MAR";2007;50,215
"MAR";2008;49,889
"MAR";2009;49,865
"MAR";2010;49,853
"MAR";2011;49,801
"MAR";2012;49,154
"MAR";2013;49,222
"MAR";2014;49,233
"MAR";2015;49,081
"MAR";2016;49,087
"MAR";2017;48,997
"MAR";2018;48,873
"MAR";2019;48,724
"MAR";2020;48,556
"MAR";2021;48,395
"MAR";2022;48,219
"MAR";2023;48,027
"MAR";2024;47,817
"MAR";2025;47,589
"MAR";2026;47,374
"MAR";2027;47,147
"MAR";2028;46,916
"MAR";2029;46,694
"MAR";2030;46,489
"MDA";1990;49,959
"MDA";1991;49,989
"MDA";1992;50,207
"MDA";1993;50,145
"MDA";1994;51,331
"MDA";1995;51,262
"MDA";1996;51,283
"MDA";1997;50,999
"MDA";1998;51,097
"MDA";1999;51,086
"MDA";2000;50,876
"MDA";2001;50,54
"MDA";2002;50,203
"MDA";2003;49,98
"MDA";2004;49,831
"MDA";2005;48,486
"MDA";2006;47,099
"MDA";2007;45,721
"MDA";2008;44,332
"MDA";2009;42,911
"MDA";2010;42,001
"MDA";2011;42,313
"MDA";2012;40,751
"MDA";2013;41,471
"MDA";2014;41,299
"MDA";2015;44,103
"MDA";2016;42,796
"MDA";2017;42,449
"MDA";2018;42,068
"MDA";2019;41,666
"MDA";2020;41,25
"MDA";2021;40,773
"MDA";2022;40,285
"MDA";2023;39,79
"MDA";2024;39,292
"MDA";2025;38,796
"MDA";2026;38,266
"MDA";2027;37,737
"MDA";2028;37,212
"MDA";2029;36,701
"MDA";2030;36,205
"MDG";1990;86,634
"MDG";1991;86,63
"MDG";1992;86,596
"MDG";1993;86,553
"MDG";1994;86,519
"MDG";1995;86,498
"MDG";1996;86,532
"MDG";1997;86,567
"MDG";1998;86,603
"MDG";1999;86,63
"MDG";2000;86,646
"MDG";2001;86,682
"MDG";2002;86,722
"MDG";2003;86,704
"MDG";2004;86,676
"MDG";2005;86,633
"MDG";2006;87,235
"MDG";2007;87,782
"MDG";2008;88,271
"MDG";2009;88,697
"MDG";2010;89,052
"MDG";2011;88,733
"MDG";2012;88,347
"MDG";2013;87,841
"MDG";2014;87,242
"MDG";2015;86,537
"MDG";2016;86,34
"MDG";2017;86,479
"MDG";2018;86,625
"MDG";2019;86,773
"MDG";2020;86,923
"MDG";2021;87,068
"MDG";2022;87,213
"MDG";2023;87,357
"MDG";2024;87,499
"MDG";2025;87,637
"MDG";2026;87,769
"MDG";2027;87,899
"MDG";2028;88,022
"MDG";2029;88,137
"MDG";2030;88,242
"MDV";1990;49,468
"MDV";1991;49,683
"MDV";1992;49,955
"MDV";1993;50,265
"MDV";1994;50,571
"MDV";1995;50,86
"MDV";1996;51,495
"MDV";1997;52,117
"MDV";1998;52,757
"MDV";1999;53,472
"MDV";2000;54,295
"MDV";2001;55,927
"MDV";2002;57,746
"MDV";2003;59,713
"MDV";2004;61,771
"MDV";2005;63,864
"MDV";2006;65,71
"MDV";2007;65,648
"MDV";2008;65,702
"MDV";2009;65,852
"MDV";2010;66,067
"MDV";2011;66,251
"MDV";2012;66,496
"MDV";2013;66,771
"MDV";2014;67,032
"MDV";2015;66,189
"MDV";2016;65,313
"MDV";2017;65,834
"MDV";2018;66,282
"MDV";2019;66,671
"MDV";2020;67,002
"MDV";2021;67,154
"MDV";2022;67,245
"MDV";2023;67,291
"MDV";2024;67,304
"MDV";2025;67,291
"MDV";2026;67,183
"MDV";2027;67,052
"MDV";2028;66,916
"MDV";2029;66,793
"MDV";2030;66,692
"MEX";1990;58,452
"MEX";1991;58,674
"MEX";1992;59,313
"MEX";1993;60,04
"MEX";1994;59,943
"MEX";1995;59,825
"MEX";1996;59,877
"MEX";1997;61,3
"MEX";1998;61,159
"MEX";1999;60,436
"MEX";2000;60,316
"MEX";2001;59,722
"MEX";2002;59,896
"MEX";2003;59,375
"MEX";2004;60,702
"MEX";2005;61,047
"MEX";2006;61,805
"MEX";2007;61,925
"MEX";2008;61,651
"MEX";2009;61,564
"MEX";2010;61,37
"MEX";2011;61,404
"MEX";2012;62,084
"MEX";2013;61,866
"MEX";2014;61,247
"MEX";2015;61,353
"MEX";2016;61,279
"MEX";2017;61,311
"MEX";2018;61,342
"MEX";2019;61,368
"MEX";2020;61,387
"MEX";2021;61,406
"MEX";2022;61,42
"MEX";2023;61,422
"MEX";2024;61,407
"MEX";2025;61,37
"MEX";2026;61,324
"MEX";2027;61,26
"MEX";2028;61,178
"MEX";2029;61,083
"MEX";2030;60,977
"MKD";1990;55,279
"MKD";1991;55,291
"MKD";1992;55,266
"MKD";1993;55,225
"MKD";1994;54,997
"MKD";1995;54,741
"MKD";1996;54,588
"MKD";1997;54,058
"MKD";1998;53,549
"MKD";1999;53,069
"MKD";2000;53,123
"MKD";2001;53,186
"MKD";2002;53,271
"MKD";2003;53,549
"MKD";2004;51,208
"MKD";2005;52,839
"MKD";2006;53,978
"MKD";2007;54,448
"MKD";2008;55,04
"MKD";2009;55,396
"MKD";2010;55,628
"MKD";2011;55,464
"MKD";2012;55,125
"MKD";2013;55,752
"MKD";2014;55,884
"MKD";2015;55,516
"MKD";2016;54,969
"MKD";2017;54,96
"MKD";2018;54,923
"MKD";2019;54,872
"MKD";2020;54,817
"MKD";2021;54,731
"MKD";2022;54,643
"MKD";2023;54,545
"MKD";2024;54,427
"MKD";2025;54,284
"MKD";2026;54,103
"MKD";2027;53,906
"MKD";2028;53,697
"MKD";2029;53,484
"MKD";2030;53,273
"MLI";1990;50,587
"MLI";1991;50,532
"MLI";1992;50,545
"MLI";1993;50,527
"MLI";1994;50,503
"MLI";1995;50,488
"MLI";1996;50,572
"MLI";1997;50,642
"MLI";1998;50,687
"MLI";1999;50,743
"MLI";2000;50,837
"MLI";2001;50,939
"MLI";2002;51,099
"MLI";2003;51,229
"MLI";2004;51,39
"MLI";2005;53,72
"MLI";2006;56,027
"MLI";2007;58,314
"MLI";2008;60,57
"MLI";2009;62,787
"MLI";2010;64,956
"MLI";2011;66,693
"MLI";2012;68,334
"MLI";2013;69,867
"MLI";2014;71,279
"MLI";2015;71,255
"MLI";2016;71,206
"MLI";2017;71,501
"MLI";2018;71,79
"MLI";2019;72,076
"MLI";2020;72,364
"MLI";2021;72,655
"MLI";2022;72,947
"MLI";2023;73,245
"MLI";2024;73,553
"MLI";2025;73,874
"MLI";2026;74,206
"MLI";2027;74,548
"MLI";2028;74,897
"MLI";2029;75,249
"MLI";2030;75,599
"MLT";1990;50,385
"MLT";1991;50,314
"MLT";1992;50,147
"MLT";1993;50,097
"MLT";1994;49,794
"MLT";1995;49,64
"MLT";1996;49,704
"MLT";1997;49,696
"MLT";1998;49,793
"MLT";1999;49,936
"MLT";2000;49,998
"MLT";2001;50,509
"MLT";2002;50,063
"MLT";2003;49,757
"MLT";2004;48,254
"MLT";2005;48,372
"MLT";2006;48,541
"MLT";2007;49,26
"MLT";2008;49,345
"MLT";2009;49,463
"MLT";2010;50,089
"MLT";2011;50,96
"MLT";2012;51,65
"MLT";2013;52,791
"MLT";2014;53,685
"MLT";2015;54,196
"MLT";2016;54,601
"MLT";2017;54,455
"MLT";2018;54,311
"MLT";2019;54,16
"MLT";2020;53,992
"MLT";2021;53,811
"MLT";2022;53,616
"MLT";2023;53,415
"MLT";2024;53,223
"MLT";2025;53,05
"MLT";2026;52,909
"MLT";2027;52,786
"MLT";2028;52,677
"MLT";2029;52,578
"MLT";2030;52,488
"MMR";1990;73,29
"MMR";1991;73,372
"MMR";1992;73,14
"MMR";1993;73,011
"MMR";1994;72,836
"MMR";1995;72,678
"MMR";1996;72,529
"MMR";1997;72,404
"MMR";1998;72,271
"MMR";1999;71,972
"MMR";2000;71,578
"MMR";2001;71,23
"MMR";2002;70,862
"MMR";2003;70,427
"MMR";2004;69,989
"MMR";2005;69,534
"MMR";2006;69,069
"MMR";2007;68,627
"MMR";2008;68,225
"MMR";2009;67,795
"MMR";2010;67,377
"MMR";2011;67,105
"MMR";2012;66,769
"MMR";2013;66,391
"MMR";2014;66,015
"MMR";2015;65,649
"MMR";2016;65,311
"MMR";2017;65,077
"MMR";2018;64,845
"MMR";2019;64,63
"MMR";2020;64,441
"MMR";2021;64,267
"MMR";2022;64,12
"MMR";2023;63,99
"MMR";2024;63,863
"MMR";2025;63,729
"MMR";2026;63,588
"MMR";2027;63,448
"MMR";2028;63,302
"MMR";2029;63,148
"MMR";2030;62,983
"MNE";1990;52,939
"MNE";1991;53,014
"MNE";1992;53,006
"MNE";1993;52,915
"MNE";1994;52,776
"MNE";1995;52,562
"MNE";1996;52,361
"MNE";1997;52,156
"MNE";1998;51,876
"MNE";1999;51,712
"MNE";2000;51,443
"MNE";2001;51,22
"MNE";2002;51,044
"MNE";2003;50,906
"MNE";2004;50,771
"MNE";2005;50,638
"MNE";2006;50,46
"MNE";2007;50,252
"MNE";2008;50,035
"MNE";2009;49,755
"MNE";2010;49,429
"MNE";2011;49,066
"MNE";2012;49,422
"MNE";2013;49,274
"MNE";2014;49,079
"MNE";2015;48,881
"MNE";2016;48,678
"MNE";2017;48,435
"MNE";2018;48,194
"MNE";2019;47,954
"MNE";2020;47,716
"MNE";2021;47,468
"MNE";2022;47,228
"MNE";2023;46,996
"MNE";2024;46,776
"MNE";2025;46,571
"MNE";2026;46,374
"MNE";2027;46,195
"MNE";2028;46,032
"MNE";2029;45,88
"MNE";2030;45,736
"MNG";1990;56,858
"MNG";1991;57,7
"MNG";1992;58,613
"MNG";1993;59,195
"MNG";1994;59,489
"MNG";1995;59,553
"MNG";1996;59,757
"MNG";1997;59,881
"MNG";1998;60,03
"MNG";1999;60,163
"MNG";2000;60,345
"MNG";2001;60,295
"MNG";2002;60,101
"MNG";2003;59,794
"MNG";2004;59,388
"MNG";2005;59,255
"MNG";2006;59,12
"MNG";2007;59,006
"MNG";2008;59,026
"MNG";2009;59,125
"MNG";2010;59,016
"MNG";2011;60,042
"MNG";2012;59,405
"MNG";2013;59,85
"MNG";2014;60,261
"MNG";2015;60,337
"MNG";2016;59,283
"MNG";2017;59,339
"MNG";2018;59,309
"MNG";2019;59,175
"MNG";2020;58,929
"MNG";2021;58,573
"MNG";2022;58,125
"MNG";2023;57,592
"MNG";2024;56,985
"MNG";2025;56,317
"MNG";2026;55,593
"MNG";2027;54,822
"MNG";2028;54,061
"MNG";2029;53,382
"MNG";2030;52,827
"MOZ";1990;85,019
"MOZ";1991;84,602
"MOZ";1992;84,332
"MOZ";1993;84,128
"MOZ";1994;84,002
"MOZ";1995;83,911
"MOZ";1996;83,903
"MOZ";1997;83,885
"MOZ";1998;84,518
"MOZ";1999;84,98
"MOZ";2000;85,305
"MOZ";2001;85,514
"MOZ";2002;85,637
"MOZ";2003;85,686
"MOZ";2004;85,427
"MOZ";2005;85,088
"MOZ";2006;84,667
"MOZ";2007;84,138
"MOZ";2008;83,489
"MOZ";2009;82,708
"MOZ";2010;81,781
"MOZ";2011;80,692
"MOZ";2012;79,427
"MOZ";2013;79,314
"MOZ";2014;79,166
"MOZ";2015;78,99
"MOZ";2016;78,848
"MOZ";2017;78,746
"MOZ";2018;78,649
"MOZ";2019;78,556
"MOZ";2020;78,468
"MOZ";2021;78,386
"MOZ";2022;78,308
"MOZ";2023;78,232
"MOZ";2024;78,159
"MOZ";2025;78,088
"MOZ";2026;78,019
"MOZ";2027;77,95
"MOZ";2028;77,883
"MOZ";2029;77,815
"MOZ";2030;77,747
"MRT";1990;52,17
"MRT";1991;52,171
"MRT";1992;52,147
"MRT";1993;52,069
"MRT";1994;52,06
"MRT";1995;51,935
"MRT";1996;51,84
"MRT";1997;51,832
"MRT";1998;51,763
"MRT";1999;51,65
"MRT";2000;51,605
"MRT";2001;51,422
"MRT";2002;51,232
"MRT";2003;51,029
"MRT";2004;50,825
"MRT";2005;50,619
"MRT";2006;50,423
"MRT";2007;50,248
"MRT";2008;50,075
"MRT";2009;49,908
"MRT";2010;49,737
"MRT";2011;49,571
"MRT";2012;49,409
"MRT";2013;49,381
"MRT";2014;49,368
"MRT";2015;49,387
"MRT";2016;49,411
"MRT";2017;49,415
"MRT";2018;49,418
"MRT";2019;49,419
"MRT";2020;49,417
"MRT";2021;49,397
"MRT";2022;49,376
"MRT";2023;49,353
"MRT";2024;49,327
"MRT";2025;49,297
"MRT";2026;49,251
"MRT";2027;49,202
"MRT";2028;49,154
"MRT";2029;49,11
"MRT";2030;49,07
"MUS";1990;59,897
"MUS";1991;59,886
"MUS";1992;59,9
"MUS";1993;59,922
"MUS";1994;59,929
"MUS";1995;59,911
"MUS";1996;59,87
"MUS";1997;59,836
"MUS";1998;59,844
"MUS";1999;59,895
"MUS";2000;59,967
"MUS";2001;60,107
"MUS";2002;59,568
"MUS";2003;58,97
"MUS";2004;58,29
"MUS";2005;58,677
"MUS";2006;58,434
"MUS";2007;57,753
"MUS";2008;57,682
"MUS";2009;57,619
"MUS";2010;58,204
"MUS";2011;57,711
"MUS";2012;58,004
"MUS";2013;58,58
"MUS";2014;59,144
"MUS";2015;59,659
"MUS";2016;58,965
"MUS";2017;58,686
"MUS";2018;58,397
"MUS";2019;58,128
"MUS";2020;57,897
"MUS";2021;57,699
"MUS";2022;57,535
"MUS";2023;57,394
"MUS";2024;57,256
"MUS";2025;57,114
"MUS";2026;56,975
"MUS";2027;56,837
"MUS";2028;56,696
"MUS";2029;56,553
"MUS";2030;56,406
"MWI";1990;77,152
"MWI";1991;77,203
"MWI";1992;77,202
"MWI";1993;77,139
"MWI";1994;77,137
"MWI";1995;77,164
"MWI";1996;77,203
"MWI";1997;77,265
"MWI";1998;77,321
"MWI";1999;77,375
"MWI";2000;77,385
"MWI";2001;77,345
"MWI";2002;77,271
"MWI";2003;77,188
"MWI";2004;77,127
"MWI";2005;77,1
"MWI";2006;77,133
"MWI";2007;77,18
"MWI";2008;77,235
"MWI";2009;77,289
"MWI";2010;77,335
"MWI";2011;77,402
"MWI";2012;77,453
"MWI";2013;77,49
"MWI";2014;77,243
"MWI";2015;77,054
"MWI";2016;76,829
"MWI";2017;76,984
"MWI";2018;77,134
"MWI";2019;77,268
"MWI";2020;77,382
"MWI";2021;77,482
"MWI";2022;77,565
"MWI";2023;77,642
"MWI";2024;77,732
"MWI";2025;77,841
"MWI";2026;77,965
"MWI";2027;78,1
"MWI";2028;78,235
"MWI";2029;78,355
"MWI";2030;78,454
"MYS";1990;62,417
"MYS";1991;62,292
"MYS";1992;62,196
"MYS";1993;62,073
"MYS";1994;61,958
"MYS";1995;61,812
"MYS";1996;61,668
"MYS";1997;61,59
"MYS";1998;61,897
"MYS";1999;61,836
"MYS";2000;61,713
"MYS";2001;61,635
"MYS";2002;61,468
"MYS";2003;61,324
"MYS";2004;61,194
"MYS";2005;61,139
"MYS";2006;60,951
"MYS";2007;60,722
"MYS";2008;60,148
"MYS";2009;60,4
"MYS";2010;60,309
"MYS";2011;61,384
"MYS";2012;62,34
"MYS";2013;63,783
"MYS";2014;64,068
"MYS";2015;64,318
"MYS";2016;64,323
"MYS";2017;64,513
"MYS";2018;64,686
"MYS";2019;64,836
"MYS";2020;64,958
"MYS";2021;65,049
"MYS";2022;65,113
"MYS";2023;65,147
"MYS";2024;65,153
"MYS";2025;65,13
"MYS";2026;65,072
"MYS";2027;64,986
"MYS";2028;64,878
"MYS";2029;64,754
"MYS";2030;64,617
"NAM";1990;56,612
"NAM";1991;56,572
"NAM";1992;56,537
"NAM";1993;56,572
"NAM";1994;56,619
"NAM";1995;55,957
"NAM";1996;55,324
"NAM";1997;54,797
"NAM";1998;55,347
"NAM";1999;55,893
"NAM";2000;56,416
"NAM";2001;56,811
"NAM";2002;57,146
"NAM";2003;57,427
"NAM";2004;57,667
"NAM";2005;57,879
"NAM";2006;58,11
"NAM";2007;58,311
"NAM";2008;58,5
"NAM";2009;58,706
"NAM";2010;58,949
"NAM";2011;59,368
"NAM";2012;59,835
"NAM";2013;60,342
"NAM";2014;60,877
"NAM";2015;61,008
"NAM";2016;61,259
"NAM";2017;61,694
"NAM";2018;62,131
"NAM";2019;62,554
"NAM";2020;62,951
"NAM";2021;63,315
"NAM";2022;63,658
"NAM";2023;63,966
"NAM";2024;64,223
"NAM";2025;64,423
"NAM";2026;64,567
"NAM";2027;64,658
"NAM";2028;64,724
"NAM";2029;64,803
"NAM";2030;64,917
"NCL";1990;64,238
"NCL";1991;64,661
"NCL";1992;65,223
"NCL";1993;65,871
"NCL";1994;66,281
"NCL";1995;66,614
"NCL";1996;66,754
"NCL";1997;66,771
"NCL";1998;66,656
"NCL";1999;66,61
"NCL";2000;66,478
"NCL";2001;66,353
"NCL";2002;66,191
"NCL";2003;66,048
"NCL";2004;65,835
"NCL";2005;65,564
"NCL";2006;65,109
"NCL";2007;64,565
"NCL";2008;64,069
"NCL";2009;63,688
"NCL";2010;63,243
"NCL";2011;63,104
"NCL";2012;63,04
"NCL";2013;63,025
"NCL";2014;63,001
"NCL";2015;62,939
"NCL";2016;62,843
"NCL";2017;62,732
"NCL";2018;62,605
"NCL";2019;62,458
"NCL";2020;62,295
"NCL";2021;62,068
"NCL";2022;61,828
"NCL";2023;61,572
"NCL";2024;61,294
"NCL";2025;60,992
"NCL";2026;60,637
"NCL";2027;60,267
"NCL";2028;59,892
"NCL";2029;59,532
"NCL";2030;59,193
"NER";1990;78,545
"NER";1991;78,582
"NER";1992;78,582
"NER";1993;78,542
"NER";1994;78,48
"NER";1995;78,401
"NER";1996;78,447
"NER";1997;78,494
"NER";1998;78,548
"NER";1999;78,623
"NER";2000;78,703
"NER";2001;78,788
"NER";2002;78,859
"NER";2003;78,922
"NER";2004;78,981
"NER";2005;79,024
"NER";2006;79,076
"NER";2007;79,116
"NER";2008;79,142
"NER";2009;79,16
"NER";2010;79,156
"NER";2011;79,146
"NER";2012;79,116
"NER";2013;79,078
"NER";2014;79,033
"NER";2015;78,983
"NER";2016;78,921
"NER";2017;78,898
"NER";2018;78,885
"NER";2019;78,879
"NER";2020;78,878
"NER";2021;78,88
"NER";2022;78,891
"NER";2023;78,909
"NER";2024;78,935
"NER";2025;78,969
"NER";2026;79,006
"NER";2027;79,051
"NER";2028;79,103
"NER";2029;79,165
"NER";2030;79,234
"NGA";1990;56,446
"NGA";1991;56,383
"NGA";1992;56,261
"NGA";1993;56,085
"NGA";1994;55,895
"NGA";1995;55,706
"NGA";1996;55,57
"NGA";1997;55,436
"NGA";1998;55,294
"NGA";1999;55,187
"NGA";2000;55,048
"NGA";2001;55,058
"NGA";2002;55,073
